RETAILER_ID,ONBOARDING_DATE,ONBOARDING_STATUS,MARKETING_CLUSTER,Week,SKU_ORDER_PRICE_AMOUNT,NET_SALE,SKU_RETURN_AMOUNT,RETURN_EGGS,REPLACED_EGGS,EGGS,FREQUENCY_RETAILER_WEEK,ret+rep%,Landing Price,Activity_age,billing_week,total_age,billing_week%,Activity_age%,cluster_label
46.0,2020-11-10T13:00:00Z,Cold,,1,3202.0,3202.0,0.0,0.0,38.0,296.0,2,0.12837837837837837,10.817567567567568,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,2,1836.0,1836.0,0.0,0.0,0.0,178.0,1,0.0,10.314606741573034,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,4,1494.0,1494.0,0.0,0.0,0.0,130.0,1,0.0,11.492307692307692,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,5,1312.0,1312.0,0.0,0.0,0.0,119.0,2,0.0,11.025210084033613,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,6,832.0,832.0,0.0,0.0,35.0,76.0,2,0.4605263157894737,10.947368421052632,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,7,1822.0,1822.0,0.0,0.0,18.0,172.0,2,0.10465116279069768,10.593023255813954,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,9,3830.25,3830.25,0.0,0.0,6.0,364.0,2,0.016483516483516484,10.522664835164836,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,10,922.5,922.5,0.0,0.0,0.0,80.0,1,0.0,11.53125,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,11,1222.5,1222.5,0.0,0.0,20.0,110.0,2,0.18181818181818182,11.113636363636363,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,12,2200.5,2200.5,0.0,0.0,0.0,203.0,2,0.0,10.839901477832512,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,13,941.25,941.25,0.0,0.0,25.0,95.0,2,0.2631578947368421,9.907894736842104,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,14,2122.5,2122.5,0.0,0.0,0.0,200.0,1,0.0,10.6125,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,15,1387.5,1387.5,0.0,0.0,32.0,130.0,2,0.24615384615384617,10.673076923076923,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,16,1387.5,1387.5,0.0,0.0,0.0,130.0,1,0.0,10.673076923076923,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,17,3425.25,3425.25,0.0,0.0,0.0,334.0,3,0.0,10.255239520958083,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,19,1241.25,1241.25,0.0,0.0,0.0,125.0,2,0.0,9.93,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,20,1897.5,1897.5,0.0,0.0,50.0,185.0,2,0.2702702702702703,10.256756756756756,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,21,264.0,264.0,0.0,0.0,63.0,24.0,3,2.625,11.0,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,22,1507.5,1507.5,0.0,0.0,0.0,135.0,1,0.0,11.166666666666666,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,23,1582.5,1582.5,0.0,0.0,0.0,160.0,2,0.0,9.890625,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,24,750.0,750.0,0.0,0.0,10.0,75.0,2,0.13333333333333333,10.0,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,25,2454.0,2454.0,0.0,0.0,0.0,229.0,1,0.0,10.716157205240174,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,26,735.0,735.0,0.0,0.0,50.0,70.0,2,0.7142857142857143,10.5,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,27,2715.0,2715.0,0.0,0.0,25.0,255.0,2,0.09803921568627451,10.647058823529411,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,28,2064.0,2064.0,0.0,0.0,0.0,204.0,2,0.0,10.117647058823529,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,29,2292.75,2292.75,0.0,0.0,0.0,219.0,2,0.0,10.469178082191782,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,30,961.5,961.5,0.0,0.0,113.0,99.0,3,1.1414141414141414,9.712121212121213,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,31,2871.0,2871.0,0.0,0.0,0.0,266.0,1,0.0,10.793233082706767,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,33,2340.0,2340.0,0.0,0.0,18.0,220.0,2,0.08181818181818182,10.636363636363637,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,34,1117.5,1117.5,0.0,0.0,0.0,110.0,1,0.0,10.159090909090908,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,36,2086.5,2086.5,0.0,0.0,0.0,194.0,1,0.0,10.755154639175258,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,39,326.25,326.25,0.0,0.0,0.0,30.0,1,0.0,10.875,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,40,1020.0,1020.0,0.0,0.0,0.0,95.0,1,0.0,10.736842105263158,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,41,1417.5,1417.5,0.0,0.0,0.0,140.0,1,0.0,10.125,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,42,1641.75,1641.75,0.0,0.0,0.0,158.0,2,0.0,10.390822784810126,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,43,1048.5,1048.5,0.0,0.0,0.0,96.0,1,0.0,10.921875,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,44,2719.5,2719.5,0.0,0.0,0.0,245.0,1,0.0,11.1,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,45,3928.5,3928.5,0.0,0.0,0.0,356.0,1,0.0,11.035112359550562,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,46,581.25,581.25,0.0,0.0,0.0,50.0,1,0.0,11.625,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,47,348.75,348.75,0.0,0.0,0.0,30.0,1,0.0,11.625,41,41.0,49,83.6734693877551,83.6734693877551,1
46.0,2020-11-10T13:00:00Z,Cold,,49,3036.0,3036.0,0.0,0.0,0.0,269.0,1,0.0,11.28624535315985,41,41.0,49,83.6734693877551,83.6734693877551,1
7.0,2020-11-08T13:00:00Z,Cold,,1,929.0,929.0,0.0,0.0,0.0,95.0,2,0.0,9.778947368421052,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,2,1360.0,1360.0,0.0,0.0,0.0,140.0,1,0.0,9.714285714285714,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,3,2545.0,2545.0,0.0,0.0,0.0,255.0,2,0.0,9.980392156862745,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,4,1152.0,1152.0,0.0,0.0,0.0,120.0,1,0.0,9.6,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,5,910.0,910.0,0.0,0.0,0.0,80.0,2,0.0,11.375,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,6,312.0,312.0,0.0,0.0,0.0,30.0,1,0.0,10.4,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,7,1152.0,1152.0,0.0,0.0,0.0,120.0,2,0.0,9.6,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,8,259.2,259.2,0.0,0.0,50.0,20.0,1,2.5,12.959999999999999,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,9,1167.84,1167.84,0.0,0.0,50.0,114.0,1,0.43859649122807015,10.244210526315788,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,10,1519.2,1519.2,0.0,0.0,0.0,160.0,2,0.0,9.495000000000001,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,13,669.5999999999999,669.5999999999999,0.0,0.0,0.0,75.0,1,0.0,8.927999999999999,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,14,1828.8,1828.8,0.0,0.0,0.0,180.0,1,0.0,10.16,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,15,2851.2,2851.2,0.0,0.0,0.0,290.0,2,0.0,9.831724137931033,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,16,669.5999999999999,669.5999999999999,0.0,0.0,170.0,75.0,2,2.2666666666666666,8.927999999999999,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,17,1191.6,1191.6,0.0,0.0,0.0,125.0,1,0.0,9.5328,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,18,676.8,676.8,0.0,0.0,0.0,60.0,1,0.0,11.28,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,19,626.4000000000001,626.4000000000001,0.0,0.0,0.0,60.0,1,0.0,10.440000000000001,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,20,1152.0,1152.0,0.0,0.0,0.0,120.0,1,0.0,9.6,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,21,1087.2,1087.2,0.0,0.0,0.0,115.0,2,0.0,9.453913043478261,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,23,1123.2,1123.2,0.0,0.0,0.0,110.0,1,0.0,10.210909090909091,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,24,910.8,910.8,0.0,0.0,0.0,80.0,1,0.0,11.385,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,25,1018.8,1018.8,0.0,0.0,25.0,100.0,1,0.25,10.187999999999999,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,26,1123.2,1123.2,0.0,0.0,0.0,110.0,1,0.0,10.210909090909091,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,27,1382.4,1382.4,0.0,0.0,0.0,130.0,1,0.0,10.633846153846154,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,29,655.2,655.2,0.0,0.0,20.0,70.0,1,0.2857142857142857,9.360000000000001,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,30,388.79999999999995,388.79999999999995,0.0,0.0,0.0,30.0,1,0.0,12.959999999999999,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,32,2026.7999999999997,2026.7999999999997,0.0,0.0,0.0,205.0,1,0.0,9.886829268292681,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,33,1119.6,1119.6,0.0,0.0,0.0,100.0,2,0.0,11.196,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,34,864.0,864.0,0.0,0.0,0.0,90.0,1,0.0,9.6,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,35,669.5999999999999,669.5999999999999,0.0,0.0,90.0,75.0,1,1.2,8.927999999999999,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,36,208.8,208.8,0.0,0.0,0.0,20.0,1,0.0,10.440000000000001,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,37,363.6,363.6,0.0,0.0,50.0,30.0,1,1.6666666666666667,12.120000000000001,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,38,1569.6,1569.6,0.0,0.0,70.0,160.0,2,0.4375,9.809999999999999,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,39,990.0,990.0,0.0,0.0,0.0,90.0,2,0.0,11.0,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,41,446.4,446.4,0.0,0.0,0.0,50.0,1,0.0,8.927999999999999,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,42,518.4,-374.3999999999999,892.8,100.0,0.0,40.0,2,2.5,6.239999999999998,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,43,702.0,597.6,104.4,10.0,0.0,60.0,1,0.16666666666666666,11.952,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,47,963.3599999999999,390.9599999999999,572.4000000000001,50.0,0.0,90.0,1,0.5555555555555556,9.773999999999997,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,49,446.4,446.4,0.0,0.0,0.0,40.0,1,0.0,11.16,40,40.0,50,80.0,80.0,1
7.0,2020-11-08T13:00:00Z,Cold,,50,1557.36,1316.8799999999999,240.48,25.0,0.0,140.0,1,0.17857142857142858,11.451130434782607,40,40.0,50,80.0,80.0,1
15.0,2020-08-29T13:00:00Z,Closed,,1,1636.0,1636.0,0.0,0.0,0.0,180.0,1,0.0,9.088888888888889,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,2,2256.0,2256.0,0.0,0.0,0.0,250.0,1,0.0,9.024,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,3,1294.0,1294.0,0.0,0.0,0.0,125.0,1,0.0,10.352,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,4,5748.0,5748.0,0.0,0.0,75.0,595.0,4,0.12605042016806722,9.660504201680672,42,42.0,49,85.71428571428571,85.71428571428571,2
15.0,2020-08-29T13:00:00Z,Closed,,5,2147.0,2147.0,0.0,0.0,0.0,224.0,1,0.0,9.584821428571429,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,6,2230.0,2230.0,0.0,0.0,90.0,240.0,2,0.375,9.291666666666666,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,7,1607.0,1607.0,0.0,0.0,110.0,170.0,2,0.6470588235294118,9.452941176470588,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,8,3444.88,3444.88,0.0,0.0,125.0,342.0,2,0.3654970760233918,10.072748538011696,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,9,591.5999999999999,591.5999999999999,0.0,0.0,0.0,60.0,1,0.0,9.859999999999998,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,10,591.5999999999999,591.5999999999999,0.0,0.0,100.0,60.0,2,1.6666666666666667,9.859999999999998,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,11,2172.6,2172.6,0.0,0.0,70.0,230.0,3,0.30434782608695654,9.44608695652174,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,12,1237.6,1237.6,0.0,0.0,0.0,140.0,1,0.0,8.84,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,14,3780.8,3780.8,0.0,0.0,80.0,410.0,2,0.1951219512195122,9.221463414634147,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,15,1271.6,1271.6,0.0,0.0,145.0,135.0,2,1.0740740740740742,9.419259259259258,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,16,2298.4,2298.4,0.0,0.0,0.0,250.0,1,0.0,9.1936,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,17,1754.4,1754.4,0.0,0.0,25.0,190.0,1,0.13157894736842105,9.233684210526317,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,19,2179.4,2179.4,0.0,0.0,0.0,250.0,1,0.0,8.717600000000001,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,20,2743.8,2743.8,0.0,0.0,10.0,300.0,3,0.03333333333333333,9.146,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,21,2771.0,2771.0,0.0,0.0,70.0,290.0,2,0.2413793103448276,9.555172413793104,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,22,2053.6000000000004,2053.6000000000004,0.0,0.0,0.0,230.0,1,0.0,8.928695652173914,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,23,1084.6,1084.6,0.0,0.0,0.0,110.0,1,0.0,9.86,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,24,1890.3999999999999,1890.3999999999999,0.0,0.0,0.0,205.0,1,0.0,9.221463414634146,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,25,8639.4,8639.4,0.0,0.0,0.0,910.0,3,0.0,9.493846153846153,42,42.0,49,85.71428571428571,85.71428571428571,2
15.0,2020-08-29T13:00:00Z,Closed,,26,1533.4,1533.4,0.0,0.0,0.0,170.0,1,0.0,9.020000000000001,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,27,6359.36,6359.36,0.0,0.0,0.0,664.0,3,0.0,9.57734939759036,42,42.0,49,85.71428571428571,85.71428571428571,2
15.0,2020-08-29T13:00:00Z,Closed,,28,1747.6,1747.6,0.0,0.0,0.0,170.0,2,0.0,10.28,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,29,1747.6,1747.6,0.0,0.0,0.0,170.0,1,0.0,10.28,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,30,3437.4,3437.4,0.0,0.0,0.0,380.0,2,0.0,9.045789473684211,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,31,8840.0,8840.0,0.0,0.0,0.0,905.0,2,0.0,9.767955801104973,42,42.0,49,85.71428571428571,85.71428571428571,2
15.0,2020-08-29T13:00:00Z,Closed,,32,591.5999999999999,591.5999999999999,0.0,0.0,0.0,60.0,1,0.0,9.859999999999998,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,33,4909.6,4909.6,0.0,0.0,0.0,510.0,2,0.0,9.626666666666667,42,42.0,49,85.71428571428571,85.71428571428571,2
15.0,2020-08-29T13:00:00Z,Closed,,34,1649.0,1649.0,0.0,0.0,0.0,160.0,1,0.0,10.30625,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,35,2026.4,2026.4,0.0,0.0,200.0,220.0,2,0.9090909090909091,9.210909090909091,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,37,6541.6,6541.6,0.0,0.0,0.0,670.0,2,0.0,9.763582089552239,42,42.0,49,85.71428571428571,85.71428571428571,2
15.0,2020-08-29T13:00:00Z,Closed,,38,2026.4,2026.4,0.0,0.0,0.0,220.0,1,0.0,9.210909090909091,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,39,3451.0,3451.0,0.0,0.0,0.0,350.0,1,0.0,9.86,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,40,6919.0,6919.0,0.0,0.0,0.0,680.0,3,0.0,10.175,42,42.0,49,85.71428571428571,85.71428571428571,2
15.0,2020-08-29T13:00:00Z,Closed,,44,5057.16,5057.16,0.0,0.0,0.0,528.0,1,0.0,9.577954545454546,42,42.0,49,85.71428571428571,85.71428571428571,2
15.0,2020-08-29T13:00:00Z,Closed,,45,455.6,455.6,0.0,0.0,0.0,40.0,1,0.0,11.39,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,47,2552.04,2552.04,0.0,0.0,0.0,245.0,2,0.0,10.416489795918368,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,48,1789.76,1789.76,0.0,0.0,0.0,180.0,1,0.0,9.943111111111111,42,42.0,49,85.71428571428571,85.71428571428571,1
15.0,2020-08-29T13:00:00Z,Closed,,49,2369.12,2369.12,0.0,0.0,0.0,220.0,2,0.0,10.768727272727272,42,42.0,49,85.71428571428571,85.71428571428571,1
16.0,2020-11-29T13:00:00Z,Cold,,1,904.0,904.0,0.0,0.0,0.0,86.0,1,0.0,10.511627906976743,12,12.0,13,92.3076923076923,92.3076923076923,1
16.0,2020-11-29T13:00:00Z,Cold,,2,651.0,651.0,0.0,0.0,76.0,75.0,2,1.0133333333333334,8.68,12,12.0,13,92.3076923076923,92.3076923076923,1
16.0,2020-11-29T13:00:00Z,Cold,,3,1085.0,1085.0,0.0,0.0,99.0,125.0,2,0.792,8.68,12,12.0,13,92.3076923076923,92.3076923076923,1
16.0,2020-11-29T13:00:00Z,Cold,,4,2321.0,2321.0,0.0,0.0,0.0,241.0,1,0.0,9.630705394190871,12,12.0,13,92.3076923076923,92.3076923076923,1
16.0,2020-11-29T13:00:00Z,Cold,,5,811.0,811.0,0.0,0.0,0.0,83.0,1,0.0,9.771084337349398,12,12.0,13,92.3076923076923,92.3076923076923,1
16.0,2020-11-29T13:00:00Z,Cold,,6,944.0,944.0,0.0,0.0,0.0,100.0,1,0.0,9.44,12,12.0,13,92.3076923076923,92.3076923076923,1
16.0,2020-11-29T13:00:00Z,Cold,,7,744.0,744.0,0.0,0.0,10.0,68.0,2,0.14705882352941177,10.941176470588236,12,12.0,13,92.3076923076923,92.3076923076923,1
16.0,2020-11-29T13:00:00Z,Cold,,8,1611.7,1611.7,0.0,0.0,185.0,167.0,2,1.1077844311377245,9.650898203592815,12,12.0,13,92.3076923076923,92.3076923076923,1
16.0,2020-11-29T13:00:00Z,Cold,,9,923.3,923.3,0.0,0.0,0.0,98.0,2,0.0,9.42142857142857,12,12.0,13,92.3076923076923,92.3076923076923,1
16.0,2020-11-29T13:00:00Z,Cold,,10,1260.0,1260.0,0.0,0.0,0.0,135.0,1,0.0,9.333333333333334,12,12.0,13,92.3076923076923,92.3076923076923,1
16.0,2020-11-29T13:00:00Z,Cold,,11,304.5,304.5,0.0,0.0,124.0,30.0,2,4.133333333333334,10.15,12,12.0,13,92.3076923076923,92.3076923076923,1
16.0,2020-11-29T13:00:00Z,Cold,,13,798.0,798.0,0.0,0.0,90.0,75.0,2,1.2,10.64,12,12.0,13,92.3076923076923,92.3076923076923,1
19.0,2020-07-30T13:00:00Z,Active,GN2A,1,928.0,928.0,0.0,0.0,0.0,84.0,1,0.0,11.047619047619047,7,7.0,8,87.5,87.5,1
19.0,2020-07-30T13:00:00Z,Active,GN2A,2,1472.0,1472.0,0.0,0.0,22.0,125.0,2,0.176,11.776,7,7.0,8,87.5,87.5,1
19.0,2020-07-30T13:00:00Z,Active,GN2A,4,1216.0,1216.0,0.0,0.0,0.0,114.0,2,0.0,10.666666666666666,7,7.0,8,87.5,87.5,1
19.0,2020-07-30T13:00:00Z,Active,GN2A,5,404.0,404.0,0.0,0.0,0.0,35.0,1,0.0,11.542857142857143,7,7.0,8,87.5,87.5,1
19.0,2020-07-30T13:00:00Z,Active,GN2A,6,1096.0,1096.0,0.0,0.0,0.0,100.0,1,0.0,10.96,7,7.0,8,87.5,87.5,1
19.0,2020-07-30T13:00:00Z,Active,GN2A,7,378.0,378.0,0.0,0.0,80.0,36.0,1,2.2222222222222223,10.5,7,7.0,8,87.5,87.5,1
19.0,2020-07-30T13:00:00Z,Active,GN2A,8,548.0,548.0,0.0,0.0,0.0,50.0,1,0.0,10.96,7,7.0,8,87.5,87.5,1
35.0,2020-08-23T13:00:00Z,Active,GN2A,1,875.0,875.0,0.0,0.0,6.0,80.0,1,0.075,10.9375,34,34.0,48,70.83333333333333,70.83333333333333,1
35.0,2020-08-23T13:00:00Z,Active,GN2A,2,350.0,350.0,0.0,0.0,0.0,32.0,1,0.0,10.9375,34,34.0,48,70.83333333333333,70.83333333333333,1
35.0,2020-08-23T13:00:00Z,Active,GN2A,3,634.0,634.0,0.0,0.0,0.0,58.0,1,0.0,10.931034482758621,34,34.0,48,70.83333333333333,70.83333333333333,1
35.0,2020-08-23T13:00:00Z,Active,GN2A,4,809.0,809.0,0.0,0.0,0.0,74.0,1,0.0,10.932432432432432,34,34.0,48,70.83333333333333,70.83333333333333,1
35.0,2020-08-23T13:00:00Z,Active,GN2A,6,743.0,743.0,0.0,0.0,0.0,68.0,1,0.0,10.926470588235293,34,34.0,48,70.83333333333333,70.83333333333333,1
35.0,2020-08-23T13:00:00Z,Active,GN2A,7,634.0,634.0,0.0,0.0,0.0,58.0,1,0.0,10.931034482758621,34,34.0,48,70.83333333333333,70.83333333333333,1
35.0,2020-08-23T13:00:00Z,Active,GN2A,8,326.75,326.75,0.0,0.0,0.0,30.0,2,0.0,10.891666666666667,34,34.0,48,70.83333333333333,70.83333333333333,1
35.0,2020-08-23T13:00:00Z,Active,GN2A,9,435.0,435.0,0.0,0.0,0.0,40.0,1,0.0,10.875,34,34.0,48,70.83333333333333,70.83333333333333,1
35.0,2020-08-23T13:00:00Z,Active,GN2A,11,283.5,283.5,0.0,0.0,0.0,26.0,2,0.0,10.903846153846153,34,34.0,48,70.83333333333333,70.83333333333333,1
35.0,2020-08-23T13:00:00Z,Active,GN2A,12,330.0,330.0,0.0,0.0,0.0,30.0,1,0.0,11.0,34,34.0,48,70.83333333333333,70.83333333333333,1
35.0,2020-08-23T13:00:00Z,Active,GN2A,14,396.0,396.0,0.0,0.0,0.0,36.0,1,0.0,11.0,34,34.0,48,70.83333333333333,70.83333333333333,1
35.0,2020-08-23T13:00:00Z,Active,GN2A,15,699.0,699.0,0.0,0.0,0.0,64.0,1,0.0,10.921875,34,34.0,48,70.83333333333333,70.83333333333333,1
