created_on,name,database_name,schema_name,kind,comment,cluster_by,rows,bytes,owner,retention_time,automatic_clustering,change_tracking,is_external,enable_schema_evolution,owner_role_type,is_event,budget
2023-07-26,_AIRBYTE_TMP_RQO_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-17,_AIRBYTE_TMP_RQP_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-05,_AIRBYTE_TMP_RQQ_EPM_SHEET1,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-09,_AIRBYTE_TMP_RRQ_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-01,_AIRBYTE_TMP_RRT_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-05-07,_AIRBYTE_TMP_RRT_TRANSPORT_COSTS_FM_VEHICLE_DETAILS_AFTER_1ST_APRIL,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-23,_AIRBYTE_TMP_RRY_EPM_PKG_LOSS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-23,_AIRBYTE_TMP_RSG_EPM_KPI_TRACKER_TARGETS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-07,_AIRBYTE_TMP_RSG_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-11,_AIRBYTE_TMP_RSI_EPM_PKG_LOSS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-17,_AIRBYTE_TMP_RSL_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-12,_AIRBYTE_TMP_RTA_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-08-08,_AIRBYTE_TMP_RTD_MY_SQL_PROCUREMENT_PROCUREMENT,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-04-13,_AIRBYTE_TMP_RTR_MY_SQL_DISTRIBUTOR_SALES_SECONDARYTRIPSALESSKU,EGGOZDB,MAPLEMONK,TABLE,,,7390,365568,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-12,_AIRBYTE_TMP_RUB_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-04-16,_AIRBYTE_TMP_RUQ_EPM_KPI_TRACKER_V2,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-10-27,_AIRBYTE_TMP_RUQ_MY_SQL_PROCUREMENT_EGGCLEANING,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-06-08,_AIRBYTE_TMP_RUV_TRANSPORT_COSTS_BEAT_DELAY_DATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-14,_AIRBYTE_TMP_RVZ_EPM_SHEET1,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-25,_AIRBYTE_TMP_RWB_EPM_KPI_TRACKER_TARGETS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-10,_AIRBYTE_TMP_RWC_EPM_SHEET1,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-11,_AIRBYTE_TMP_RWC_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-28,_AIRBYTE_TMP_RWM_EPM_KPI_TRACKER_TARGETS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-14,_AIRBYTE_TMP_RWZ_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-07,_AIRBYTE_TMP_RXD_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-01,_AIRBYTE_TMP_RXF_EPM_PKG_LOSS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-17,_AIRBYTE_TMP_RXJ_EPM_SHEET1,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-21,_AIRBYTE_TMP_RXJ_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-31,_AIRBYTE_TMP_RXK_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-20,_AIRBYTE_TMP_RXM_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-10,_AIRBYTE_TMP_RYC_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-03,_AIRBYTE_TMP_RYN_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-18,_AIRBYTE_TMP_RYO_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,10000,625152,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-27,_AIRBYTE_TMP_RYR_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-22,_AIRBYTE_TMP_RZA_EPM_KPI_TRACKER_TARGETS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-06,_AIRBYTE_TMP_RZC_EPM_PKG_LOSS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-11,_AIRBYTE_TMP_RZU_EPM_PKG_LOSS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-06,_AIRBYTE_TMP_RZX_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-30,_AIRBYTE_TMP_RZZ_EPM_PKG_LOSS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-13,_AIRBYTE_TMP_SAJ_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-06-13,_AIRBYTE_TMP_SAM_EPM_KPI_TRACKER_V2,EGGOZDB,MAPLEMONK,TABLE,,,31,5632,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-01,_AIRBYTE_TMP_SAX_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-17,_AIRBYTE_TMP_SAY_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-22,_AIRBYTE_TMP_SBT_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,10000,620544,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-04-21,_AIRBYTE_TMP_SBY_TRANSPORT_COSTS_FM_VEHICLE_DETAILS_AFTER_1ST_APRIL,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-07,_AIRBYTE_TMP_SCV_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-02,_AIRBYTE_TMP_SCX_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-22,_AIRBYTE_TMP_SDS_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-19,_AIRBYTE_TMP_SEH_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-18,_AIRBYTE_TMP_SEP_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-06,_AIRBYTE_TMP_SER_EPM_PKG_LOSS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-03,_AIRBYTE_TMP_SFP_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-07,_AIRBYTE_TMP_SFU_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-06-30,_AIRBYTE_TMP_SGE_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,11009,681984,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-05-09,_AIRBYTE_TMP_SGI_TRANSPORT_COSTS_FM_VEHICLE_DETAILS_AFTER_1ST_APRIL,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-21,_AIRBYTE_TMP_SGN_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-06-27,_AIRBYTE_TMP_SGU_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-06,_AIRBYTE_TMP_SHB_EPM_KPI_TRACKER_V2,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-19,_AIRBYTE_TMP_SHC_EPM_KPI_TRACKER_TARGETS,EGGOZDB,MAPLEMONK,TABLE,,,1,6144,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-08-08,_AIRBYTE_TMP_SIC_MY_SQL_DISTRIBUTIONCHAIN_BEATASSIGNMENT,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-29,_AIRBYTE_TMP_SIE_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-17,_AIRBYTE_TMP_SIF_EPM_KPI_TRACKER_V2,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-15,_AIRBYTE_TMP_SIO_EPM_PKG_LOSS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-03,_AIRBYTE_TMP_SIV_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-20,_AIRBYTE_TMP_SIW_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-03,_AIRBYTE_TMP_SJD_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-02,_AIRBYTE_TMP_SJF_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-23,_AIRBYTE_TMP_SJS_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-16,_AIRBYTE_TMP_SKD_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-10,_AIRBYTE_TMP_SKM_EPM_SHEET1,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-29,_AIRBYTE_TMP_SKW_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,10000,626176,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-02,_AIRBYTE_TMP_SKY_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-25,_AIRBYTE_TMP_SKZ_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-02,_AIRBYTE_TMP_SLU_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,10000,625664,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-06-09,_AIRBYTE_TMP_SML_MY_SQL_DISTRIBUTIONCHAIN_BEATASSIGNMENT,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-19,_AIRBYTE_TMP_SMO_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-04,_AIRBYTE_TMP_SMX_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-18,_AIRBYTE_TMP_SNL_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-12,_AIRBYTE_TMP_SOW_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-26,_AIRBYTE_TMP_SOX_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-19,_AIRBYTE_TMP_SPE_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-22,_AIRBYTE_TMP_SPG_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-20,_AIRBYTE_TMP_SPH_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-26,_AIRBYTE_TMP_SPP_EPM_KPI_TRACKER_V2,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-06-09,_AIRBYTE_TMP_SPU_MY_SQL_PRODUCT_PRODUCT,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-31,_AIRBYTE_TMP_SPW_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-11,_AIRBYTE_TMP_SPW_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-28,_AIRBYTE_TMP_SRC_EPM_KPI_TRACKER_V2,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-14,_AIRBYTE_TMP_SRD_EPM_KPI_TRACKER_TARGETS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-08,_AIRBYTE_TMP_SRI_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-11,_AIRBYTE_TMP_SRX_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-06-16,_AIRBYTE_TMP_SSE_MY_SQL_ORDER_ORDER,EGGOZDB,MAPLEMONK,TABLE,,,80000,5786624,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-27,_AIRBYTE_TMP_SSM_EPM_KPI_TRACKER_TARGETS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-04,_AIRBYTE_TMP_STK_EPM_KPI_TRACKER_V2,EGGOZDB,MAPLEMONK,TABLE,,,31,5632,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-14,_AIRBYTE_TMP_STL_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-17,_AIRBYTE_TMP_STR_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-06-14,_AIRBYTE_TMP_SUE_EPM_PKG_LOSS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-26,_AIRBYTE_TMP_SUF_EPM_PKG_LOSS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-08,_AIRBYTE_TMP_SUM_EPM_PKG_LOSS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-09,_AIRBYTE_TMP_SUT_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-19,_AIRBYTE_TMP_SUV_EPM_KPI_TRACKER_V2,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-27,_AIRBYTE_TMP_SVO_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-16,_AIRBYTE_TMP_SWS_EPM_PKG_LOSS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-12,_AIRBYTE_TMP_SWT_EPM_KPI_TRACKER_TARGETS,EGGOZDB,MAPLEMONK,TABLE,,,1,6144,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-09,_AIRBYTE_TMP_SWU_EPM_PKG_LOSS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-08,_AIRBYTE_TMP_SWX_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-09,_AIRBYTE_TMP_SWY_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-03,_AIRBYTE_TMP_SXL_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-09,_AIRBYTE_TMP_SXM_EPM_SHEET1,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-05,_AIRBYTE_TMP_SXP_EPM_KPI_TRACKER_V2,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-06,_AIRBYTE_TMP_SYL_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-10-27,_AIRBYTE_TMP_SYS_MY_SQL_PAYMENT_SALESTRANSACTION,EGGOZDB,MAPLEMONK,TABLE,,,346269,21812736,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-22,_AIRBYTE_TMP_TAD_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,10000,621056,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-04,_AIRBYTE_TMP_TAH_MY_SQL_ORDER_RETURNORDERTRANSACTION,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-07,_AIRBYTE_TMP_TBD_EPM_KPI_TRACKER_TARGETS,EGGOZDB,MAPLEMONK,TABLE,,,1,6144,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-25,_AIRBYTE_TMP_TBE_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-04,_AIRBYTE_TMP_TBP_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-24,_AIRBYTE_TMP_TCT_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,297,18944,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-02,_AIRBYTE_TMP_TDA_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-13,_AIRBYTE_TMP_TDF_EPM_SHEET1,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-06-19,_AIRBYTE_TMP_TDF_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-04,_AIRBYTE_TMP_TDI_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-18,_AIRBYTE_TMP_TDT_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-10,_AIRBYTE_TMP_TDY_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-28,_AIRBYTE_TMP_TEJ_EPM_KPI_TRACKER_V2,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-09,_AIRBYTE_TMP_TEN_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-24,_AIRBYTE_TMP_TFF_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
