created_on,name,database_name,schema_name,kind,comment,cluster_by,rows,bytes,owner,retention_time,automatic_clustering,change_tracking,is_external,enable_schema_evolution,owner_role_type,is_event,budget
2023-12-10,MY_SQL_PROCUREMENT_PRODUCTPACKAGE,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),23,5120,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_PROCUREMENT_REBATCHINGSTOCK,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),5604,479232,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_PROCUREMENT_REBATCHINLINES,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),32468,2459136,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_PROCUREMENT_UBCLOSINGSTOCK,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_PROCUREMENT_UBREBATCH,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),1348,135168,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_PROCUREMENT_UBUNWRAPPING,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),1619,169984,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_PROCUREMENT_UBUNWRAPPRODUCT,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),7863,612864,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_PROCUREMENT_UNBRANDED,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),49395,4860928,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_PROCUREMENT_UNCLEANEDCLOSINGSTOCK,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),491,49152,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_PROCUREMENT_UNSLEEVEDCLOSINGSTOCK,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),374,35840,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_PRODUCT_PRODUCT,EGGOZDB,MAPLEMONK,TABLE,,,176,34304,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_PRODUCT_PRODUCTSUBDIVISION,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),44,8192,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2022-02-08,MY_SQL_PRODUCT_PRODUCT_SCD,EGGOZDB,MAPLEMONK,TABLE,,"LINEAR(_AIRBYTE_ACTIVE_ROW, _AIRBYTE_UNIQUE_KEY_SCD, _AIRBYTE_EMITTED_AT)",1229,150016,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_RETAILER_CLASSIFICATION,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),25,7680,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_RETAILER_COMMISSIONSLAB,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),175,20480,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_RETAILER_CUSTOMER_CATEGORY,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),9,4608,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_RETAILER_CUSTOMER_SUBCATEGORY,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),28,5632,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-08-29,MY_SQL_RETAILER_LEAD,EGGOZDB,MAPLEMONK,TABLE,,,401,76800,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_RETAILER_RATESLAB,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),9884,731136,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_RETAILER_RETAILER,EGGOZDB,MAPLEMONK,TABLE,,,9884,1923072,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_RETAILER_RETAILERBEAT,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),433,47104,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_RETAILER_RETAILERPARENT,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),38,8192,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_RETAILER_RETAILERPAYMENTCYCLE,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),24,5120,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_SALESCHAIN_RETAILERDEMAND,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),557545,29604864,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-09-26,MY_SQL_SALESCHAIN_RETAILERDEMANDSKU,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),14,7680,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_SALESCHAIN_SALESDEMANDSKU,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),444995,27722752,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_SALESCHAIN_SALESPERSONPROFILE,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),414,38912,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_UNBRANDED_UBTRIP,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),2103,198656,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_UNBRANDED_UBTRIPIN,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),825,77312,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_UNBRANDED_UBTRIPININLINES,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),1065,91648,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_UNBRANDED_UBTRIPOUT,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),3404,271872,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_WAREHOUSE_DAILYPAYMENTS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),5703,485376,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_WAREHOUSE_DRIVER,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),569,55296,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_WAREHOUSE_VEHICLE,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),904,99840,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,MY_SQL_WAREHOUSE_WAREHOUSE,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),17,6144,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-05-23,NCR_EPM_FARM_PPP,EGGOZDB,MAPLEMONK,TABLE,,,3419,154112,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-05-23,NCR_EPM_PPP,EGGOZDB,MAPLEMONK,TABLE,,,738,49152,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,NCR_INVENTORY,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),999,80384,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,NCR_KPI_OVERALL,EGGOZDB,MAPLEMONK,TABLE,,,1461,125440,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2022-08-11,NCR_VEHICLE_UTILISATION_LASTANDMID_MILE,EGGOZDB,MAPLEMONK,TRANSIENT,,,0,0,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2022-07-25,NCR_VEHICLE_UTILISATION_LAST___MID_MILE,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),13490,1487360,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-09,NEXT_DAY_DEMAND,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-01-03,NOIDA_UNTOUCHED_RETAILERS_DAYWISE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,NPD_SALES,EGGOZDB,MAPLEMONK,TABLE,,,2455,133632,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-06-05,NPD_SALES_SKU,EGGOZDB,MAPLEMONK,TABLE,,,39,25600,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2022-09-19,ONLY_REPLACEMENT_RETURN_NO_ORDER,EGGOZDB,MAPLEMONK,TABLE,,,22641,389632,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,OPS_SALARY_NEW,EGGOZDB,MAPLEMONK,TABLE,,,50,12288,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,OPS_SALARY_NEW_AREA,EGGOZDB,MAPLEMONK,TABLE,,,50,12288,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,ORDER_GRN,EGGOZDB,MAPLEMONK,TABLE,,,217277,12013568,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,ORDER_GRN_ACTUAL,EGGOZDB,MAPLEMONK,TABLE,,,217277,5739008,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,ORDER_PRN,EGGOZDB,MAPLEMONK,TABLE,,,117068,3561984,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-05-17,ORDER_PRN_ORDER_ORDERPRN,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),711,82432,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,ORDER_TAKING_ADHERENCE,EGGOZDB,MAPLEMONK,TABLE,,,10089,352768,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,ORDER_TAKING_ADHERENCE_FULL,EGGOZDB,MAPLEMONK,TABLE,,,11121,509952,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-04-12,OVERALL_BEATWISE_KPI,EGGOZDB,MAPLEMONK,TABLE,,,43145,3341824,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-09,OVERALL_KPI,EGGOZDB,MAPLEMONK,TABLE,,,50823,3300352,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-09,OVERALL_KPI_UNBRANDED,EGGOZDB,MAPLEMONK,TABLE,,,749,489472,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-09,PACKAGING_COST_FINAL,EGGOZDB,MAPLEMONK,TABLE,,,265962,11222528,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PACKAGING_COST_PER_SKU_PER_EGG,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),2079,150528,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,PACKAGING_DATA,EGGOZDB,MAPLEMONK,TABLE,,,12042,390656,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2022-08-23,PACKAGING_MANPOWER,EGGOZDB,MAPLEMONK,TABLE,,,2685,24576,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PACKAGING_MANPOWER_AREA,EGGOZDB,MAPLEMONK,TABLE,,,1365,16384,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PACKAGING_NEW,EGGOZDB,MAPLEMONK,TABLE,,,5144,152064,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PACKAGING_NEW_AREA,EGGOZDB,MAPLEMONK,TABLE,,,2107,70144,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PARENT_RETAILER_TARGET,EGGOZDB,MAPLEMONK,TABLE,,,215747,2945024,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2022-06-16,PARENT_RETAILER_TARGET_BANGALORE_MT,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-09,PARTYWISE_DISCOUNT,EGGOZDB,MAPLEMONK,TABLE,,,72519,2227712,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PENDENCY_BEAT_RETAILER,EGGOZDB,MAPLEMONK,TABLE,,,142657,4567552,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PENDENCY_BEAT_RETAILER_DSO,EGGOZDB,MAPLEMONK,TABLE,,,142945,5221888,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2022-05-12,PENDENCY_BEAT_RETAILER_TEST,EGGOZDB,MAPLEMONK,TABLE,,,58142,1476096,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PJP_SOH_ADHERANCE,EGGOZDB,MAPLEMONK,TABLE,,,7801,143872,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-09,PKG_COST_PACKAGING_COST,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),134,14336,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,PKG_LOSS,EGGOZDB,MAPLEMONK,TRANSIENT,,,0,0,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PO_DATA_FOR_TG,EGGOZDB,MAPLEMONK,TABLE,,,34975,1191936,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-11-18,PO_EXPECTED_DAYS,EGGOZDB,MAPLEMONK,TABLE,,,10,3072,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-01-30,PO_EXPECTED_TARGET,EGGOZDB,MAPLEMONK,TABLE,,,125137,386048,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-01-30,PO_EXPECTED_TARGET111,EGGOZDB,MAPLEMONK,TABLE,,,6868,276992,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-01-30,PO_EXPECTED_TARGET2,EGGOZDB,MAPLEMONK,TABLE,,,44570,297984,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PO_EXPECTED_TARGET_FINAL,EGGOZDB,MAPLEMONK,TABLE,,,12875,163840,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PO_EXPECTED_TARGET_FINAL_BANGALORE,EGGOZDB,MAPLEMONK,TABLE,,,11803,151040,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PO_EXPECTED_TARGET_FINAL_EAST,EGGOZDB,MAPLEMONK,TABLE,,,11803,139776,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PO_EXPECTED_TARGET_FINAL_MP,EGGOZDB,MAPLEMONK,TABLE,,,11803,94208,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PO_EXPECTED_TARGET_FINAL_UP,EGGOZDB,MAPLEMONK,TABLE,,,11803,97792,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PO_LIST,EGGOZDB,MAPLEMONK,TABLE,,,232903,7547904,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-03-07,PO_NOT_PUNCHED,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-03-07,PO_PUNCHED,EGGOZDB,MAPLEMONK,TABLE,,,37372,1351168,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PPP_DATEWISE,EGGOZDB,MAPLEMONK,TABLE,,,17816,287744,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-08-07,PPP_DATEWISE_TEST,EGGOZDB,MAPLEMONK,TABLE,,,413,107520,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-09-13,PPP_EGG_TYPE_DATEWISE,EGGOZDB,MAPLEMONK,TABLE,,,5632,116224,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PRIMARY_AND_SECONDARY,EGGOZDB,MAPLEMONK,TABLE,,,10620292,155641344,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PRIMARY_AND_SECONDARY_SKU,EGGOZDB,MAPLEMONK,TABLE,,,166925173,2252588544,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-01-03,PRIMARY_AND_SECONDARY_UNTOUCHED,EGGOZDB,MAPLEMONK,TABLE,,,149782,5340160,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PRIMARY_ORDER_TAKING,EGGOZDB,MAPLEMONK,TABLE,,,10,38912,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PROCESSING_DATA,EGGOZDB,MAPLEMONK,TABLE,,,9957,485376,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PROCUREMENT_COST_PROCURE,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),10292,962560,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,PROCUREMENT_DATA,EGGOZDB,MAPLEMONK,TABLE,,,7211,198656,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PROCUREMENT_INOUTSTOCKAPPROVAL,EGGOZDB,MAPLEMONK,TABLE,,,5189,91648,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PROCUREMENT_NEW,EGGOZDB,MAPLEMONK,TABLE,,,24324,333312,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PROCUREMENT_NEW_AREA,EGGOZDB,MAPLEMONK,TABLE,,,8097,109568,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PROFIT,EGGOZDB,MAPLEMONK,TABLE,,,11186,725504,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PROFIT_AREA,EGGOZDB,MAPLEMONK,TABLE,,,1365,218112,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PROMO_LOSS,EGGOZDB,MAPLEMONK,TABLE,,,24324,203264,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PROMO_LOSS_AREA,EGGOZDB,MAPLEMONK,TABLE,,,8763,80384,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PROMO_SUMMARY,EGGOZDB,MAPLEMONK,TABLE,,,50365,566272,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PROMO_SUMMARY_BEAT_RETAILER,EGGOZDB,MAPLEMONK,TABLE,,,11780,359424,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,PROMO_SUMMARY_BEAT_RETAILER_DSO,EGGOZDB,MAPLEMONK,TABLE,,,11783,456192,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,QC_DATA,EGGOZDB,MAPLEMONK,TABLE,,,6409,136192,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-02-27,REGION,EGGOZDB,MAPLEMONK,TABLE,,,5,1024,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TRANSIENT,,,13323,1297408,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-10-31,REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),365,34304,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2022-08-23,RENT_COST,EGGOZDB,MAPLEMONK,TABLE,,,522,20480,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,RENT_COST_AREA,EGGOZDB,MAPLEMONK,TABLE,,,40,2048,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,REPEATED_PO,EGGOZDB,MAPLEMONK,TABLE,,,1139,11776,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,REPLACEMENT_AGEING,EGGOZDB,MAPLEMONK,TABLE,,,24473,255488,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,REPLACEMENT_AGEING_BANGALORE,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),7263,625664,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2022-11-26,REPLACEMENT_AGEING_CONSOLIDATED_MTD,EGGOZDB,MAPLEMONK,TABLE,,,45,2560,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,REPLACEMENT_AGEING_DELHI,EGGOZDB,MAPLEMONK,TRANSIENT,,,22702,1975808,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,REPLACEMENT_AGEING_EPC_DHANKOT,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),6626,539136,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,REPLACEMENT_AGEING_EPC_INDORE,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),2831,131584,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,REPLACEMENT_AGEING_GURGAON,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),5543,437248,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,REPLACEMENT_AGEING_KOLKATA,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),3825,326656,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2022-08-25,REPLACEMENT_AGEING_KOLKATA_EAST_,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),849,70144,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2022-07-27,REPLACEMENT_AGEING_LOSS__DAMAGED_,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),38,10240,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,REPLACEMENT_AGEING_NOIDA,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),14224,1242112,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,REPLACEMENT_SUMMARY,EGGOZDB,MAPLEMONK,TABLE,,,50365,838656,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,REPLACEMENT_SUMMARY_BEAT_RETAILER,EGGOZDB,MAPLEMONK,TABLE,,,142601,4658688,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-09,REPLACEMENT_SUMMARY_BEAT_RETAILER_DARJAN,EGGOZDB,MAPLEMONK,TABLE,,,521,22016,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,REPLACEMENT_SUMMARY_BEAT_RETAILER_DSO,EGGOZDB,MAPLEMONK,TABLE,,,142539,5173760,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-09,REPLACEMENT_SUMMARY_DARJAN,EGGOZDB,MAPLEMONK,TABLE,,,50330,218112,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,RETAILERS_ONBOARDED_SUMMARY,EGGOZDB,MAPLEMONK,TABLE,,,37555,207872,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,RETAILER_COHORT,EGGOZDB,MAPLEMONK,TABLE,,,222218,15808512,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2022-10-25,RETAILER_GROWTH_TABLE,EGGOZDB,MAPLEMONK,TABLE,,,129599,4596224,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,RETAILER_LEAD,EGGOZDB,MAPLEMONK,TABLE,,,2174,304128,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-05-16,RETAILER_LEVEL_SALES_SUMMARY,EGGOZDB,MAPLEMONK,TABLE,,,1007505,27809792,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,RETAILER_LIST,EGGOZDB,MAPLEMONK,TABLE,,,9883,1126912,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,RETAILER_ONBOARDED_AS_OF_DATE,EGGOZDB,MAPLEMONK,TABLE,,,100973,677888,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,RETAILER_RANKING,EGGOZDB,MAPLEMONK,TABLE,,,65961,6579712,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2022-10-24,RETAILER_REPLACEMENT,EGGOZDB,MAPLEMONK,TABLE,,,358815,9724928,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,RETAILER_SKU,EGGOZDB,MAPLEMONK,TABLE,,,98520,556032,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-04,RETAILER_TARGET,EGGOZDB,MAPLEMONK,TABLE,,,127389,3280896,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,RETURNAMOUNT_SUMMARY,EGGOZDB,MAPLEMONK,TABLE,,,50365,1065984,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
