Date,Energy Required (MU)
18-Jan-19,159.514
19-Jan-19,161.293
20-Jan-19,159.316
21-Jan-19,161.219
22-Jan-19,163.235
23-Jan-19,164.03
24-Jan-19,165.005
25-Jan-19,167.177
26-Jan-19,165.945
27-Jan-19,160.626
28-Jan-19,146.782
29-Jan-19,144.809
30-Jan-19,147.951
31-Jan-19,151.36
01-Feb-19,154.77
02-Feb-19,156.924
03-Feb-19,156.769
04-Feb-19,157.661
05-Feb-19,161.77
06-Feb-19,160.634
07-Feb-19,164.332
08-Feb-19,168.349
09-Feb-19,167.531
10-Feb-19,163.197
11-Feb-19,166.168
12-Feb-19,167.773
13-Feb-19,169.679
14-Feb-19,170.19
15-Feb-19,170.306
16-Feb-19,172.512
17-Feb-19,177.645
18-Feb-19,185.066
19-Feb-19,189.135
20-Feb-19,187.44
21-Feb-19,188.122
22-Feb-19,186.76
23-Feb-19,186.314
24-Feb-19,185.359
25-Feb-19,187.438
26-Feb-19,187.523
27-Feb-19,191.06
28-Feb-19,190.384
01-Mar-19,185.544
02-Mar-19,185.557
03-Mar-19,184.053
04-Mar-19,185.963
05-Mar-19,187.764
06-Mar-19,191.198
07-Mar-19,196.395
08-Mar-19,195.393
09-Mar-19,194.728
10-Mar-19,192.685
11-Mar-19,193.608
12-Mar-19,194.598
13-Mar-19,194.673
14-Mar-19,192.334
15-Mar-19,193.76
16-Mar-19,192.213
17-Mar-19,188.127
18-Mar-19,188.381
19-Mar-19,192.274
20-Mar-19,194.082
21-Mar-19,189.578
22-Mar-19,193.001
23-Mar-19,195.789
24-Mar-19,192.445
25-Mar-19,194.639
26-Mar-19,193.883
27-Mar-19,194.892
28-Mar-19,195.927
29-Mar-19,196.71
30-Mar-19,197.702
31-Mar-19,194.284
01-Apr-19,191.807
02-Apr-19,192.385
03-Apr-19,192.793
04-Apr-19,192.489
05-Apr-19,193.745
06-Apr-19,183.925
07-Apr-19,178.697
08-Apr-19,187.222
09-Apr-19,189.745
10-Apr-19,191.181
11-Apr-19,170.755
12-Apr-19,188.739
13-Apr-19,187.49
14-Apr-19,189.833
15-Apr-19,188.557
16-Apr-19,190.802
17-Apr-19,190.982
18-Apr-19,192.063
19-Apr-19,189.975
20-Apr-19,184.568
21-Apr-19,175.289
22-Apr-19,175.477
23-Apr-19,174.617
24-Apr-19,183.786
25-Apr-19,184.567
26-Apr-19,187.176
27-Apr-19,189.016
28-Apr-19,187.611
29-Apr-19,189.72
30-Apr-19,189.57
01-May-19,171.423
02-May-19,167.992
03-May-19,177.042
04-May-19,184.484
05-May-19,186.812
06-May-19,193.651
07-May-19,192.368
08-May-19,192.608
09-May-19,196.692
10-May-19,199.929
11-May-19,194.092
12-May-19,191.855
13-May-19,188.615
14-May-19,191.469
15-May-19,191.56
16-May-19,193.124
17-May-19,192.066
18-May-19,194.671
19-May-19,193.28
20-May-19,188.988
21-May-19,196.754
22-May-19,198.156
23-May-19,197.992
24-May-19,195.688
25-May-19,197.035
26-May-19,195.761
27-May-19,193.437
28-May-19,197.121
29-May-19,192.191
30-May-19,178.58
31-May-19,192.039
01-Jun-19,190.971
02-Jun-19,189.49
03-Jun-19,172.045
04-Jun-19,178.962
05-Jun-19,188.676
06-Jun-19,181.808
07-Jun-19,183.849
08-Jun-19,184.524
09-Jun-19,186.498
10-Jun-19,177.946
11-Jun-19,186.989
12-Jun-19,191.492
13-Jun-19,193.991
14-Jun-19,194.219
15-Jun-19,198.287
16-Jun-19,193.822
17-Jun-19,188.742
18-Jun-19,191.161
19-Jun-19,198.185
20-Jun-19,190.213
21-Jun-19,182.614
22-Jun-19,178.171
23-Jun-19,166.255
24-Jun-19,172.49
25-Jun-19,173.785
26-Jun-19,173.995
27-Jun-19,173.375
28-Jun-19,178.68
29-Jun-19,179.545
30-Jun-19,172.131
01-Jul-19,167.529
02-Jul-19,167.338
03-Jul-19,169.427
04-Jul-19,175.453
05-Jul-19,172.882
06-Jul-19,172.941
07-Jul-19,171.949
08-Jul-19,179.429
09-Jul-19,181.45
10-Jul-19,181.64
11-Jul-19,179.516
12-Jul-19,184.988
13-Jul-19,180.342
14-Jul-19,168.342
15-Jul-19,171.026
16-Jul-19,175.925
17-Jul-19,179.927
18-Jul-19,175.951
19-Jul-19,168.663
20-Jul-19,162.08
21-Jul-19,163.053
22-Jul-19,163.728
23-Jul-19,162.79
24-Jul-19,170.719
25-Jul-19,170.137
26-Jul-19,153.804
27-Jul-19,151.814
28-Jul-19,148.26
29-Jul-19,151.5
30-Jul-19,156.643
31-Jul-19,164.58
01-Aug-19,159.63
02-Aug-19,148.578
03-Aug-19,148.312
04-Aug-19,151.038
05-Aug-19,152.34
06-Aug-19,148.796
07-Aug-19,147.119
08-Aug-19,149.52
09-Aug-19,162.221
10-Aug-19,168.264
11-Aug-19,177.21
12-Aug-19,181.3
13-Aug-19,180.03
14-Aug-19,179.805
15-Aug-19,174.248
16-Aug-19,180.554
17-Aug-19,171.311
18-Aug-19,161.926
19-Aug-19,161.492
20-Aug-19,159.864
21-Aug-19,158.926
22-Aug-19,158.216
23-Aug-19,160.95
24-Aug-19,164.295
25-Aug-19,162.624
26-Aug-19,171.647
27-Aug-19,180.625
28-Aug-19,185.263
29-Aug-19,191.776
30-Aug-19,189.525
31-Aug-19,180.459
01-Sep-19,165.513
02-Sep-19,154.763
03-Sep-19,154.045
04-Sep-19,155.777
05-Sep-19,161.684
06-Sep-19,164.864
07-Sep-19,165.409
08-Sep-19,165.052
09-Sep-19,174.167
10-Sep-19,182.294
11-Sep-19,181.585
12-Sep-19,178.418
13-Sep-19,180.084
14-Sep-19,176.186
15-Sep-19,171.86
16-Sep-19,168.381
17-Sep-19,159.27
18-Sep-19,156.302
19-Sep-19,152.036
20-Sep-19,150.025
21-Sep-19,155.158
22-Sep-19,156.083
23-Sep-19,160.275
24-Sep-19,153.592
25-Sep-19,150.825
26-Sep-19,145.448
27-Sep-19,147.109
28-Sep-19,151.228
29-Sep-19,158.021
30-Sep-19,160.358
01-Oct-19,167.314
02-Oct-19,164.969
03-Oct-19,165.319
04-Oct-19,163.11
05-Oct-19,161.235
06-Oct-19,159.766
07-Oct-19,158.87
08-Oct-19,153.838
09-Oct-19,156.597
10-Oct-19,157.378
11-Oct-19,159.372
12-Oct-19,158.965
13-Oct-19,160.276
14-Oct-19,163.198
15-Oct-19,162.211
16-Oct-19,154.545
17-Oct-19,150.684
18-Oct-19,153.472
19-Oct-19,152.434
20-Oct-19,150.204
21-Oct-19,150.382
22-Oct-19,143.943
23-Oct-19,139.838
24-Oct-19,142.967
25-Oct-19,148.477
26-Oct-19,150.207
27-Oct-19,144.799
28-Oct-19,148.835
29-Oct-19,153.406
30-Oct-19,145.775
31-Oct-19,146.991
01-Nov-19,151.678
02-Nov-19,155.719
03-Nov-19,156.255
04-Nov-19,160.416
05-Nov-19,165.201
06-Nov-19,170.094
07-Nov-19,169.714
08-Nov-19,167.532
09-Nov-19,163.879
10-Nov-19,163.989
11-Nov-19,170.974
12-Nov-19,172.676
13-Nov-19,172.585
14-Nov-19,168.729
15-Nov-19,162.22
16-Nov-19,165.725
17-Nov-19,166.367
18-Nov-19,172.378
19-Nov-19,170.025
20-Nov-19,164.189
21-Nov-19,165.373
22-Nov-19,166.636
23-Nov-19,166.697
24-Nov-19,163.696
25-Nov-19,166.396
26-Nov-19,165.319
27-Nov-19,165.438
28-Nov-19,161.715
29-Nov-19,162.485
30-Nov-19,164.238
01-Dec-19,147.731
02-Dec-19,147.031
03-Dec-19,147.448
04-Dec-19,148.941
05-Dec-19,152.093
06-Dec-19,151.159
07-Dec-19,150.829
08-Dec-19,146.665
09-Dec-19,151.679
10-Dec-19,156.158
11-Dec-19,155.75
12-Dec-19,156.704
13-Dec-19,157.666
14-Dec-19,151.897
15-Dec-19,153.539
16-Dec-19,158.685
17-Dec-19,158.784
18-Dec-19,159.736
19-Dec-19,162.829
20-Dec-19,163.519
21-Dec-19,163.525
22-Dec-19,159.672
23-Dec-19,163.205
24-Dec-19,164.842
25-Dec-19,162.317
26-Dec-19,165.246
27-Dec-19,168.852
28-Dec-19,165.558
29-Dec-19,160.324
30-Dec-19,162.033
31-Dec-19,166.471
01-Jan-20,162.349
02-Jan-20,163.283
03-Jan-20,167.924
04-Jan-20,161.41
05-Jan-20,157.231
06-Jan-20,157.892
07-Jan-20,157.673
08-Jan-20,160.263
09-Jan-20,165.329
10-Jan-20,167.25
11-Jan-20,166.739
12-Jan-20,167.467
13-Jan-20,168.23
14-Jan-20,163.908
15-Jan-20,153.117
16-Jan-20,150.345
17-Jan-20,162.325
18-Jan-20,166.415
19-Jan-20,168.03
20-Jan-20,174.199
21-Jan-20,176.642
22-Jan-20,179.97
23-Jan-20,179.718
24-Jan-20,179.273
25-Jan-20,179.591
26-Jan-20,176.114
27-Jan-20,181.02
28-Jan-20,184.851
29-Jan-20,187.446
30-Jan-20,189.946
31-Jan-20,187.256
01-Feb-20,185.098
02-Feb-20,179.413
03-Feb-20,181.36
04-Feb-20,179.144
05-Feb-20,181.958
06-Feb-20,184.004
07-Feb-20,184.74
08-Feb-20,184.306
09-Feb-20,178.279
10-Feb-20,176.42
11-Feb-20,180.264
12-Feb-20,182.507
13-Feb-20,184.721
14-Feb-20,185.84
15-Feb-20,187.451
16-Feb-20,185.45
17-Feb-20,189.242
18-Feb-20,192.144
19-Feb-20,191.976
20-Feb-20,190.74
21-Feb-20,188.296
22-Feb-20,188.231
23-Feb-20,186.005
24-Feb-20,190.387
25-Feb-20,192.53
26-Feb-20,194.733
27-Feb-20,194.994
28-Feb-20,193.807
29-Feb-20,193.859
01-Mar-20,189.406
02-Mar-20,191.181
03-Mar-20,193.688
04-Mar-20,195.829
05-Mar-20,194.884
06-Mar-20,187.812
07-Mar-20,182.584
08-Mar-20,179.29
09-Mar-20,183.356
10-Mar-20,184.293
11-Mar-20,188.774
12-Mar-20,190.658
13-Mar-20,195.807
14-Mar-20,193.326
15-Mar-20,191.293
16-Mar-20,196.007
17-Mar-20,198.868
18-Mar-20,199.67
19-Mar-20,198.549
20-Mar-20,193.348
21-Mar-20,190.425
22-Mar-20,174.454
23-Mar-20,178.094
24-Mar-20,170.52
25-Mar-20,158.341
26-Mar-20,154.451
27-Mar-20,154.829
28-Mar-20,155.56
29-Mar-20,155.777
30-Mar-20,156.844
31-Mar-20,159.928
01-Apr-20,160.416
02-Apr-20,162.268
03-Apr-20,161.499
04-Apr-20,159.509
05-Apr-20,158.838
06-Apr-20,160.495
07-Apr-20,158.16
08-Apr-20,152.711
09-Apr-20,126.957
10-Apr-20,135.946
11-Apr-20,145.571
12-Apr-20,151.082
13-Apr-20,154.809
14-Apr-20,156.4
15-Apr-20,158.914
16-Apr-20,161.347
17-Apr-20,163.527
18-Apr-20,164.769
19-Apr-20,165.232
20-Apr-20,167.276
21-Apr-20,166.784
22-Apr-20,167.463
23-Apr-20,168.887
24-Apr-20,165.803
25-Apr-20,155.599
26-Apr-20,145.491
27-Apr-20,147.608
28-Apr-20,153.011
29-Apr-20,139.044
30-Apr-20,145.993
01-May-20,149.695
02-May-20,155.939
03-May-20,161.766
04-May-20,165.223
05-May-20,168.427
06-May-20,168.359
07-May-20,169.783
08-May-20,172.405
09-May-20,175.477
10-May-20,173.631
11-May-20,178.482
12-May-20,177.411
13-May-20,178.859
14-May-20,176.24
15-May-20,182.603
16-May-20,183.144
17-May-20,176.359
18-May-20,171.235
19-May-20,159.972
20-May-20,171.84
21-May-20,184.19
22-May-20,188.531
23-May-20,193.036
24-May-20,191.773
25-May-20,189.577
26-May-20,191.607
27-May-20,191.072
28-May-20,192.597
29-May-20,188.876
30-May-20,182.423
31-May-20,181.89
01-Jun-20,175.281
02-Jun-20,170.14
03-Jun-20,171.931
04-Jun-20,170.902
05-Jun-20,178.317
06-Jun-20,182.748
07-Jun-20,178.523
08-Jun-20,179.202
09-Jun-20,173.703
10-Jun-20,161.904
11-Jun-20,139.959
12-Jun-20,139.701
13-Jun-20,146.602
14-Jun-20,156.949
15-Jun-20,166.807
16-Jun-20,167.035
17-Jun-20,164.292
18-Jun-20,165.058
19-Jun-20,166.835
20-Jun-20,170.267
21-Jun-20,168.413
22-Jun-20,166.957
23-Jun-20,173.804
24-Jun-20,175.608
25-Jun-20,170.469
26-Jun-20,171.3
27-Jun-20,173.57
28-Jun-20,168.919
29-Jun-20,167.849
30-Jun-20,158.039
01-Jul-20,157.01
02-Jul-20,155.688
03-Jul-20,153.228
04-Jul-20,151.691
05-Jul-20,140.957
06-Jul-20,148.437
07-Jul-20,161.707
08-Jul-20,167.432
09-Jul-20,151.452
10-Jul-20,150.402
11-Jul-20,148.866
12-Jul-20,149.571
13-Jul-20,152.899
14-Jul-20,151.123
15-Jul-20,151.123
16-Jul-20,138.848
17-Jul-20,145.783
18-Jul-20,147.836
19-Jul-20,147.667
20-Jul-20,150.392
21-Jul-20,152.885
22-Jul-20,159.706
23-Jul-20,154.239
24-Jul-20,151.788
25-Jul-20,151.415
26-Jul-20,151.128
27-Jul-20,160.463
28-Jul-20,167.256
29-Jul-20,163.448
30-Jul-20,167.047
31-Jul-20,170.448
01-Aug-20,160.978
02-Aug-20,154.868
03-Aug-20,156.936
04-Aug-20,147.904
05-Aug-20,145.926
06-Aug-20,155.727
07-Aug-20,167.563
08-Aug-20,170.982
09-Aug-20,168.69
10-Aug-20,158.644
11-Aug-20,165.974
12-Aug-20,163.215
13-Aug-20,160.154
14-Aug-20,157.766
15-Aug-20,144.634
16-Aug-20,142.5
17-Aug-20,150.717
18-Aug-20,160.673
19-Aug-20,164.113
20-Aug-20,163.207
21-Aug-20,162.812
22-Aug-20,162.822
23-Aug-20,160.127
24-Aug-20,163.474
25-Aug-20,170.65
26-Aug-20,171.49
27-Aug-20,168.275
28-Aug-20,176.606
29-Aug-20,184.215
30-Aug-20,185.424
31-Aug-20,183.333
01-Sep-20,178.243
02-Sep-20,171.6
03-Sep-20,172.61
04-Sep-20,178.002
05-Sep-20,182.685
06-Sep-20,184.615
07-Sep-20,191.515
08-Sep-20,188.42
09-Sep-20,189.961
10-Sep-20,189.103
11-Sep-20,182.745
12-Sep-20,171.479
13-Sep-20,146.407
14-Sep-20,143.38
15-Sep-20,150.459
16-Sep-20,152.887
17-Sep-20,157.362
18-Sep-20,161.873
19-Sep-20,151.047
20-Sep-20,143.527
21-Sep-20,146.984
22-Sep-20,157.302
23-Sep-20,165.873
24-Sep-20,174.436
25-Sep-20,175.284
26-Sep-20,146.835
27-Sep-20,147.504
28-Sep-20,162.736
29-Sep-20,164.085
30-Sep-20,150.564
01-Oct-20,147.913
02-Oct-20,153.376
03-Oct-20,155.231
04-Oct-20,155.266
05-Oct-20,164.591
06-Oct-20,171.603
07-Oct-20,172.86
08-Oct-20,181.343
09-Oct-20,178.997
10-Oct-20,166.467
11-Oct-20,145.691
12-Oct-20,145.392
13-Oct-20,134.499
14-Oct-20,145.268
15-Oct-20,150.935
16-Oct-20,157.081
17-Oct-20,158.125
18-Oct-20,158.704
19-Oct-20,159.718
20-Oct-20,154.971
21-Oct-20,151.579
22-Oct-20,153.967
23-Oct-20,155.202
24-Oct-20,162.13
25-Oct-20,158.295
26-Oct-20,165.064
27-Oct-20,171.226
28-Oct-20,172.104
29-Oct-20,170.757
30-Oct-20,174.926
31-Oct-20,178.885
01-Nov-20,177.378
02-Nov-20,185.361
03-Nov-20,190.813
04-Nov-20,183.685
05-Nov-20,182.712
06-Nov-20,178.948
07-Nov-20,174.103
08-Nov-20,168.92
09-Nov-20,170.36
10-Nov-20,170.888
11-Nov-20,173.101
12-Nov-20,163.506
13-Nov-20,157.344
14-Nov-20,157.322
15-Nov-20,151.888
16-Nov-20,153.392
17-Nov-20,157.749
18-Nov-20,162.735
19-Nov-20,167.407
20-Nov-20,171.265
21-Nov-20,169.905
22-Nov-20,167.701
23-Nov-20,170.329
24-Nov-20,166.756
25-Nov-20,155.047
26-Nov-20,122.289
27-Nov-20,116.425
28-Nov-20,127.705
29-Nov-20,130.764
30-Nov-20,135.534
01-Dec-20,139.57
02-Dec-20,147.129
03-Dec-20,144.783
04-Dec-20,146.805
05-Dec-20,148.488
06-Dec-20,145.897
07-Dec-20,147.578
08-Dec-20,147.842
09-Dec-20,148.17
10-Dec-20,149.401
11-Dec-20,152.503
12-Dec-20,151.495
13-Dec-20,152.488
14-Dec-20,156.129
15-Dec-20,157.636
16-Dec-20,159.731
17-Dec-20,159.505
18-Dec-20,163.197
19-Dec-20,162.111
20-Dec-20,154.765
21-Dec-20,158.524
22-Dec-20,161.476
23-Dec-20,163.689
24-Dec-20,164.706
25-Dec-20,164.072
26-Dec-20,163.972
27-Dec-20,162.212
28-Dec-20,166.979
29-Dec-20,166.463
30-Dec-20,165.789
31-Dec-20,162.614
01-Jan-21,157.856
02-Jan-21,163.034
03-Jan-21,157.587
04-Jan-21,163.545
05-Jan-21,166.158
06-Jan-21,164.308
07-Jan-21,156.495
08-Jan-21,162.578
09-Jan-21,159.575
10-Jan-21,162.897
11-Jan-21,169.102
12-Jan-21,170.621
13-Jan-21,166.338
14-Jan-21,157.53
15-Jan-21,157.945
16-Jan-21,163.519
17-Jan-21,167.971
18-Jan-21,173.444
19-Jan-21,179.581
20-Jan-21,181.201
21-Jan-21,185.549
22-Jan-21,184.781
23-Jan-21,183.929
24-Jan-21,182.232
25-Jan-21,183.754
26-Jan-21,183.19
27-Jan-21,187.125
28-Jan-21,185.153
29-Jan-21,185.861
30-Jan-21,188.043
31-Jan-21,181.991
01-Feb-21,184.067
02-Feb-21,183.701
03-Feb-21,183.476
04-Feb-21,185.265
05-Feb-21,187.494
06-Feb-21,187.101
07-Feb-21,181.82
08-Feb-21,187.493
09-Feb-21,187.722
10-Feb-21,190.476
11-Feb-21,188.877
12-Feb-21,191.096
13-Feb-21,187.304
14-Feb-21,186.718
15-Feb-21,192.494
16-Feb-21,194.505
17-Feb-21,193.438
18-Feb-21,193.707
19-Feb-21,191.388
20-Feb-21,176.973
21-Feb-21,166.015
22-Feb-21,175.986
23-Feb-21,185.855
24-Feb-21,191.864
25-Feb-21,196.695
26-Feb-21,201.872
27-Feb-21,206.092
28-Feb-21,202.647
01-Mar-21,205.061
02-Mar-21,207.874
03-Mar-21,204.618
04-Mar-21,204.637
05-Mar-21,210.303
06-Mar-21,209.74
07-Mar-21,208.365
08-Mar-21,210.243
09-Mar-21,212.968
10-Mar-21,212.174
11-Mar-21,211.353
12-Mar-21,206.803
13-Mar-21,205.298
14-Mar-21,209.271
15-Mar-21,213.016
16-Mar-21,217.741
17-Mar-21,216.073
18-Mar-21,214.938
19-Mar-21,210.983
20-Mar-21,210.658
21-Mar-21,209.745
22-Mar-21,216.062
23-Mar-21,217.174
24-Mar-21,216.841
25-Mar-21,218.398
26-Mar-21,219.334
27-Mar-21,220.613
28-Mar-21,218.63
29-Mar-21,220.015
30-Mar-21,221.152
31-Mar-21,225.504
01-Apr-21,226.218
02-Apr-21,233.988
03-Apr-21,231.412
04-Apr-21,221.249
05-Apr-21,225.779
06-Apr-21,219.282
07-Apr-21,221.445
08-Apr-21,218.302
09-Apr-21,217.787
10-Apr-21,213.011
11-Apr-21,213.943
12-Apr-21,216.227
13-Apr-21,210.795
14-Apr-21,205.022
15-Apr-21,177.434
16-Apr-21,196.256
17-Apr-21,202.729
18-Apr-21,205.951
19-Apr-21,209.751
20-Apr-21,207.714
21-Apr-21,208.239
22-Apr-21,204.91
23-Apr-21,192.944
24-Apr-21,193.44
25-Apr-21,195.736
26-Apr-21,204.24
27-Apr-21,204.83
28-Apr-21,206.093
29-Apr-21,205.909
30-Apr-21,202.832
01-May-21,195.006
02-May-21,196.597
03-May-21,201.195
04-May-21,202.855
05-May-21,200.58
06-May-21,200.282
07-May-21,202.051
08-May-21,201.488
09-May-21,201.238
10-May-21,207.206
11-May-21,195.417
12-May-21,178.838
13-May-21,188.203
14-May-21,187.737
15-May-21,186.801
16-May-21,182.712
17-May-21,189.108
18-May-21,193.168
19-May-21,196.338
20-May-21,184.817
21-May-21,170.552
22-May-21,160.326
23-May-21,161.008
24-May-21,168.072
25-May-21,172.456
26-May-21,173.118
27-May-21,181.87
28-May-21,196.359
29-May-21,203.429
30-May-21,201.494
31-May-21,204.241
01-Jun-21,199.615
02-Jun-21,194.267
03-Jun-21,172.229
04-Jun-21,174.788
05-Jun-21,175.528
06-Jun-21,173.891
07-Jun-21,181.209
08-Jun-21,186.715
09-Jun-21,187.408
10-Jun-21,182.663
11-Jun-21,173.052
12-Jun-21,170.794
13-Jun-21,170.446
14-Jun-21,175.092
15-Jun-21,179.768
16-Jun-21,185.825
17-Jun-21,182.413
18-Jun-21,184.79
19-Jun-21,186.644
20-Jun-21,187.759
21-Jun-21,198.248
22-Jun-21,203.296
23-Jun-21,197.393
24-Jun-21,189.193
25-Jun-21,192.276
26-Jun-21,195.282
27-Jun-21,177.235
28-Jun-21,179.624
29-Jun-21,195.254
30-Jun-21,199.25
01-Jul-21,191.109
02-Jul-21,179.588
03-Jul-21,175.877
04-Jul-21,172.499
05-Jul-21,172.286
06-Jul-21,183.705
07-Jul-21,182.438
08-Jul-21,174.211
09-Jul-21,170.263
10-Jul-21,166.147
11-Jul-21,160.768
12-Jul-21,163.68
13-Jul-21,164.361
14-Jul-21,159.522
15-Jul-21,154.06
16-Jul-21,160.034
17-Jul-21,162.907
18-Jul-21,157.832
19-Jul-21,161.689
20-Jul-21,163.937
21-Jul-21,156.614
22-Jul-21,141.906
23-Jul-21,148.515
24-Jul-21,159.773
25-Jul-21,168.862
26-Jul-21,175.768
27-Jul-21,186.702
28-Jul-21,192.372
29-Jul-21,194.669
30-Jul-21,196.297
31-Jul-21,196.598
01-Aug-21,194.365
02-Aug-21,205.86
03-Aug-21,209.53
04-Aug-21,213.805
05-Aug-21,216.414
06-Aug-21,216.551
07-Aug-21,219.126
08-Aug-21,214.649
09-Aug-21,216.895
10-Aug-21,201.205
11-Aug-21,206.138
12-Aug-21,212.175
13-Aug-21,204.334
14-Aug-21,194.17
15-Aug-21,187.23
16-Aug-21,185.127
17-Aug-21,180.747
18-Aug-21,188.635
19-Aug-21,195.48
20-Aug-21,195.818
21-Aug-21,187.833
22-Aug-21,182.362
23-Aug-21,189.102
24-Aug-21,196.352
25-Aug-21,194
26-Aug-21,191.047
27-Aug-21,191.653
28-Aug-21,177.747
29-Aug-21,171.842
30-Aug-21,173.301
31-Aug-21,178.18
01-Sep-21,181.449
02-Sep-21,179.98
03-Sep-21,177.12
04-Sep-21,178.585
05-Sep-21,172.05
06-Sep-21,165.625
07-Sep-21,168.725
08-Sep-21,176.778
09-Sep-21,186.519
10-Sep-21,186.586
11-Sep-21,183.608
12-Sep-21,187.64
13-Sep-21,194.055
14-Sep-21,198.789
15-Sep-21,205.149
16-Sep-21,211.795
17-Sep-21,212.37
18-Sep-21,210.901
19-Sep-21,204.992
20-Sep-21,201.816
21-Sep-21,205.745
22-Sep-21,197.145
23-Sep-21,198.593
24-Sep-21,196.755
25-Sep-21,194.623
26-Sep-21,182.787
27-Sep-21,164.348
28-Sep-21,181.967
29-Sep-21,187.749
30-Sep-21,189.445
01-Oct-21,189.609
02-Oct-21,188.136
03-Oct-21,191.059
04-Oct-21,197.942
05-Oct-21,195.654
06-Oct-21,182.785
07-Oct-21,182.204
08-Oct-21,182.879
09-Oct-21,176.058
10-Oct-21,176.61
11-Oct-21,183.894
12-Oct-21,186.138
13-Oct-21,187.354
14-Oct-21,191.877
15-Oct-21,185.529
16-Oct-21,182.026
17-Oct-21,183.237
18-Oct-21,191.894
19-Oct-21,202.311
20-Oct-21,201.652
21-Oct-21,198.723
22-Oct-21,199.248
23-Oct-21,197.801
24-Oct-21,182.71
25-Oct-21,187.497
26-Oct-21,190.234
27-Oct-21,194.878
28-Oct-21,196.151
29-Oct-21,184.971
30-Oct-21,176.119
31-Oct-21,172.122
01-Nov-21,167.158
02-Nov-21,163.573
03-Nov-21,160.907
04-Nov-21,151.037
05-Nov-21,156.208
06-Nov-21,162.615
07-Nov-21,159.975
08-Nov-21,162.986
09-Nov-21,166.005
10-Nov-21,168.607
11-Nov-21,153.563
12-Nov-21,150.872
13-Nov-21,151.693
14-Nov-21,152.052
15-Nov-21,156.769
16-Nov-21,156.749
17-Nov-21,155.024
18-Nov-21,148.907
19-Nov-21,141.222
20-Nov-21,142.975
21-Nov-21,140.158
22-Nov-21,147.784
23-Nov-21,154.243
24-Nov-21,154.966
25-Nov-21,155.437
26-Nov-21,155.452
27-Nov-21,153.21
28-Nov-21,143.128
29-Nov-21,142.25
30-Nov-21,143.703
01-Dec-21,144.974
02-Dec-21,148.086
03-Dec-21,148.716
04-Dec-21,150.157
05-Dec-21,152.179
06-Dec-21,162.468
07-Dec-21,165.653
08-Dec-21,165.617
09-Dec-21,160.45
10-Dec-21,158.9
11-Dec-21,157.802
12-Dec-21,158.182
13-Dec-21,162.096
14-Dec-21,164.72
15-Dec-21,166.913
16-Dec-21,166.863
17-Dec-21,166.168
18-Dec-21,163.312
19-Dec-21,160.354
20-Dec-21,165.721
21-Dec-21,167.296
22-Dec-21,169.091
23-Dec-21,170.106
24-Dec-21,172.432
25-Dec-21,171.008
26-Dec-21,167.438
27-Dec-21,174.988
28-Dec-21,178.52
29-Dec-21,179
30-Dec-21,174.629
31-Dec-21,175.173
01-Jan-22,170.279
02-Jan-22,169.337
03-Jan-22,176.248
04-Jan-22,177.042
05-Jan-22,179.004
06-Jan-22,182.527
07-Jan-22,182.842
08-Jan-22,180.854
09-Jan-22,181.62
10-Jan-22,185.732
11-Jan-22,188.469
12-Jan-22,186.936
13-Jan-22,175.402
14-Jan-22,166.179
15-Jan-22,157.263
16-Jan-22,152.366
17-Jan-22,163.611
18-Jan-22,171.292
19-Jan-22,174.549
20-Jan-22,178.488
21-Jan-22,182.704
22-Jan-22,187.529
23-Jan-22,186.397
24-Jan-22,188.296
25-Jan-22,189.602
26-Jan-22,185.1
27-Jan-22,184.012
28-Jan-22,186.266
29-Jan-22,186.524
30-Jan-22,183.754
31-Jan-22,187.793
01-Feb-22,190.455
02-Feb-22,193.296
03-Feb-22,170.542
04-Feb-22,171.694
05-Feb-22,193.612
06-Feb-22,199.216
07-Feb-22,199.637
08-Feb-22,199.145
09-Feb-22,202.465
10-Feb-22,200.863
11-Feb-22,199.149
12-Feb-22,190.424
13-Feb-22,197.074
14-Feb-22,193.833
15-Feb-22,189.507
16-Feb-22,202.56
17-Feb-22,202.573
18-Feb-22,203.497
19-Feb-22,201.228
20-Feb-22,199.677
21-Feb-22,206.81
22-Feb-22,206.991
23-Feb-22,212.38
24-Feb-22,212.513
25-Feb-22,210.132
26-Feb-22,210.04
27-Feb-22,205.698
28-Feb-22,208.6
01-Mar-22,207.729
02-Mar-22,207.327
03-Mar-22,211.838
04-Mar-22,209.823
05-Mar-22,213.154
06-Mar-22,210.961
07-Mar-22,214.919
08-Mar-22,219.771
09-Mar-22,222.207
10-Mar-22,224.693
11-Mar-22,221.866
12-Mar-22,215.606
13-Mar-22,217.679
14-Mar-22,222.718
15-Mar-22,224.385
16-Mar-22,225.603
17-Mar-22,228.429
18-Mar-22,224.898
19-Mar-22,225.819
20-Mar-22,221.836
21-Mar-22,224.384
22-Mar-22,217.083
23-Mar-22,220.426
24-Mar-22,226.445
25-Mar-22,223.556
26-Mar-22,228.428
27-Mar-22,230.219
28-Mar-22,233.404
29-Mar-22,221.076
30-Mar-22,215.213
31-Mar-22,220.964
01-Apr-22,234.147
02-Apr-22,228.577
03-Apr-22,213.952
04-Apr-22,220.201
05-Apr-22,218.173
06-Apr-22,205.606
07-Apr-22,212.756
08-Apr-22,238.433
09-Apr-22,211.278
10-Apr-22,207.053
11-Apr-22,209.139
12-Apr-22,208.275
