Date,Energy Required (MU)
15-Sep-15,125.786
16-Sep-15,126.061
17-Sep-15,126.79
18-Sep-15,134.233
19-Sep-15,133.8
20-Sep-15,127.203
21-Sep-15,128.978
22-Sep-15,135.134
23-Sep-15,143.431
24-Sep-15,138.146
25-Sep-15,138.763
26-Sep-15,131.044
27-Sep-15,123.465
28-Sep-15,132.354
29-Sep-15,133.116
30-Sep-15,133.915
01-Oct-15,125.772
02-Oct-15,125.461
03-Oct-15,124.703
04-Oct-15,111.684
05-Oct-15,122.975
06-Oct-15,129.658
07-Oct-15,130.501
08-Oct-15,129.863
09-Oct-15,134.202
10-Oct-15,135.189
11-Oct-15,135.058
12-Oct-15,141.591
13-Oct-15,142.973
14-Oct-15,144.757
15-Oct-15,144.488
16-Oct-15,146.012
17-Oct-15,149.665
18-Oct-15,147.98
19-Oct-15,151.843
20-Oct-15,152.231
21-Oct-15,152.832
22-Oct-15,148.127
23-Oct-15,149.694
24-Oct-15,151.939
25-Oct-15,148.539
26-Oct-15,148.984
27-Oct-15,149.324
28-Oct-15,147.471
29-Oct-15,151.462
30-Oct-15,147.305
31-Oct-15,148.774
01-Nov-15,142.664
02-Nov-15,139.837
03-Nov-15,140.954
04-Nov-15,142.143
05-Nov-15,144.452
06-Nov-15,147.998
07-Nov-15,150.049
08-Nov-15,140.393
09-Nov-15,127.271
10-Nov-15,113.103
11-Nov-15,113.667
12-Nov-15,119.394
13-Nov-15,126.547
14-Nov-15,125.109
15-Nov-15,119.285
16-Nov-15,113.781
17-Nov-15,96.64
18-Nov-15,101.433
19-Nov-15,106.154
20-Nov-15,107.556
21-Nov-15,108.831
22-Nov-15,105.474
23-Nov-15,113.553
24-Nov-15,116.404
25-Nov-15,117.585
26-Nov-15,116.89
27-Nov-15,123.19
28-Nov-15,120.415
29-Nov-15,116.754
30-Nov-15,113.416
01-Dec-15,111.52
02-Dec-15,114.403
03-Dec-15,123.081
04-Dec-15,120.634
05-Dec-15,121.053
06-Dec-15,113.826
07-Dec-15,119.149
08-Dec-15,120.418
09-Dec-15,121.379
10-Dec-15,122.33
11-Dec-15,123.879
12-Dec-15,123.443
13-Dec-15,122.515
14-Dec-15,128.948
15-Dec-15,135.726
16-Dec-15,134.117
17-Dec-15,130.559
18-Dec-15,131.319
19-Dec-15,132.244
20-Dec-15,131.131
21-Dec-15,130.083
22-Dec-15,132.552
23-Dec-15,135.132
24-Dec-15,135.545
25-Dec-15,132.079
26-Dec-15,129.637
27-Dec-15,122.888
28-Dec-15,126.667
29-Dec-15,129.613
30-Dec-15,131.113
31-Dec-15,135.176
01-Jan-16,132.151
02-Jan-16,129.398
03-Jan-16,128.672
04-Jan-16,129.309
05-Jan-16,140.611
06-Jan-16,136.571
07-Jan-16,135.24
08-Jan-16,136.239
09-Jan-16,138.155
10-Jan-16,127.466
11-Jan-16,134.782
12-Jan-16,135.946
13-Jan-16,136.332
14-Jan-16,131.787
15-Jan-16,124.183
16-Jan-16,120.477
17-Jan-16,120.311
18-Jan-16,126.592
19-Jan-16,127.068
20-Jan-16,126.851
21-Jan-16,132.507
22-Jan-16,125.821
23-Jan-16,127.297
24-Jan-16,119.911
25-Jan-16,130.998
26-Jan-16,131.219
27-Jan-16,133.984
28-Jan-16,139.446
29-Jan-16,143.139
30-Jan-16,140.629
31-Jan-16,134.04
01-Feb-16,137.351
02-Feb-16,141.51
03-Feb-16,143.015
04-Feb-16,143.508
05-Feb-16,136.858
06-Feb-16,137.666
07-Feb-16,135.27
08-Feb-16,147.155
09-Feb-16,144.964
10-Feb-16,149.452
11-Feb-16,147.76
12-Feb-16,149.036
13-Feb-16,145.678
14-Feb-16,140.861
15-Feb-16,145.714
16-Feb-16,143.648
17-Feb-16,147.748
18-Feb-16,148.575
19-Feb-16,146.155
20-Feb-16,147.772
21-Feb-16,140.06
22-Feb-16,148.895
23-Feb-16,153.142
24-Feb-16,154.555
25-Feb-16,152.733
26-Feb-16,154.529
27-Feb-16,152.877
28-Feb-16,148.929
29-Feb-16,149.066
01-Mar-16,150.788
02-Mar-16,151.573
03-Mar-16,152.599
04-Mar-16,152.161
05-Mar-16,153.471
06-Mar-16,153.527
07-Mar-16,151.618
08-Mar-16,151.381
09-Mar-16,152.925
10-Mar-16,154.246
11-Mar-16,155.173
12-Mar-16,153.846
13-Mar-16,151.544
14-Mar-16,151.494
15-Mar-16,152.588
16-Mar-16,155.754
17-Mar-16,156.421
18-Mar-16,156.98
19-Mar-16,159.097
20-Mar-16,156.826
21-Mar-16,159.605
22-Mar-16,160.494
23-Mar-16,162.09
24-Mar-16,160.444
25-Mar-16,157.859
26-Mar-16,156.477
27-Mar-16,150.731
28-Mar-16,151.781
29-Mar-16,153.358
30-Mar-16,154.165
31-Mar-16,156.271
01-Apr-16,153.277
02-Apr-16,154.258
03-Apr-16,152.332
04-Apr-16,155.461
05-Apr-16,156.285
06-Apr-16,153.891
07-Apr-16,155.65
08-Apr-16,154.041
09-Apr-16,151.188
10-Apr-16,149.265
11-Apr-16,155.945
12-Apr-16,156.555
13-Apr-16,158.692
14-Apr-16,161.583
15-Apr-16,160.934
16-Apr-16,157.512
17-Apr-16,152.216
18-Apr-16,154.707
19-Apr-16,156.67
20-Apr-16,158.272
21-Apr-16,157.434
22-Apr-16,156.185
23-Apr-16,159.057
24-Apr-16,152.917
25-Apr-16,155.528
26-Apr-16,158.825
27-Apr-16,158.73
28-Apr-16,161.993
29-Apr-16,158.97
30-Apr-16,158.943
01-May-16,152.957
02-May-16,155.484
03-May-16,155.198
05-May-16,143.355
06-May-16,130.693
07-May-16,140.88
09-May-16,146.465
10-May-16,150.69
11-May-16,151.306
12-May-16,148.542
15-May-16,150.442
17-May-16,144.656
18-May-16,119.903
19-May-16,101.272
21-May-16,126.839
22-May-16,134.984
25-May-16,153.63
26-May-16,153.767
27-May-16,151.796
28-May-16,147.86
29-May-16,132.934
30-May-16,143.627
01-Jun-16,148.154
02-Jun-16,129.565
03-Jun-16,137.426
04-Jun-16,125.653
05-Jun-16,127.356
06-Jun-16,130.863
07-Jun-16,127.699
08-Jun-16,119.645
10-Jun-16,131.684
11-Jun-16,132.749
12-Jun-16,136.818
14-Jun-16,146.28
15-Jun-16,147.751
16-Jun-16,154.511
17-Jun-16,148.595
18-Jun-16,138.808
19-Jun-16,132.848
20-Jun-16,128.195
21-Jun-16,131.233
22-Jun-16,133.449
23-Jun-16,134.653
25-Jun-16,130.33
26-Jun-16,124.118
30-Jun-16,115.705
01-Jul-16,121.444
02-Jul-16,125.991
03-Jul-16,128.815
04-Jul-16,137.819
05-Jul-16,138.138
06-Jul-16,140.716
07-Jul-16,139.583
08-Jul-16,136.379
09-Jul-16,131.531
10-Jul-16,132.231
11-Jul-16,134.668
12-Jul-16,144.37
13-Jul-16,150.125
14-Jul-16,155.026
15-Jul-16,157.913
18-Jul-16,142.752
19-Jul-16,138.449
20-Jul-16,136.395
21-Jul-16,137.895
23-Jul-16,139.817
24-Jul-16,134.061
26-Jul-16,132.938
27-Jul-16,129.318
28-Jul-16,129.281
29-Jul-16,129.309
31-Jul-16,123.812
02-Aug-16,124.048
03-Aug-16,127.988
04-Aug-16,130.603
05-Aug-16,136.286
06-Aug-16,141.457
09-Aug-16,157.995
10-Aug-16,160.522
11-Aug-16,165.4
13-Aug-16,166.285
14-Aug-16,163.685
15-Aug-16,161.569
16-Aug-16,160.462
17-Aug-16,162.007
18-Aug-16,169.252
19-Aug-16,175.844
20-Aug-16,176.125
21-Aug-16,174.114
22-Aug-16,177.515
23-Aug-16,178.146
24-Aug-16,173.692
25-Aug-16,167.457
26-Aug-16,162.736
27-Aug-16,155.478
28-Aug-16,151.502
29-Aug-16,168.689
30-Aug-16,154.32
31-Aug-16,149.632
02-Sep-16,151.856
03-Sep-16,152.132
04-Sep-16,153.245
05-Sep-16,151.527
06-Sep-16,158.545
07-Sep-16,159.692
08-Sep-16,169.271
09-Sep-16,171.676
10-Sep-16,162.371
11-Sep-16,150.219
12-Sep-16,148.334
13-Sep-16,144.144
14-Sep-16,140.982
16-Sep-16,140.609
17-Sep-16,143.058
18-Sep-16,146.619
19-Sep-16,153.558
20-Sep-16,151.933
21-Sep-16,138.029
22-Sep-16,131.21
23-Sep-16,133.292
24-Sep-16,134.701
25-Sep-16,135.018
26-Sep-16,137.748
27-Sep-16,141.614
28-Sep-16,142.826
29-Sep-16,140.956
30-Sep-16,143.804
01-Oct-16,141.452
02-Oct-16,138.705
03-Oct-16,143.727
04-Oct-16,148.492
05-Oct-16,149.673
06-Oct-16,155.224
07-Oct-16,158.087
08-Oct-16,153.884
09-Oct-16,146.79
10-Oct-16,145.694
11-Oct-16,143.377
12-Oct-16,150.465
13-Oct-16,155.399
14-Oct-16,157.924
15-Oct-16,157.26
16-Oct-16,157.545
17-Oct-16,160.986
18-Oct-16,163.008
19-Oct-16,165.275
20-Oct-16,163.486
21-Oct-16,162.356
22-Oct-16,162.963
23-Oct-16,161.444
24-Oct-16,162.803
25-Oct-16,163.838
26-Oct-16,162.795
27-Oct-16,163.114
28-Oct-16,163.033
29-Oct-16,166.022
30-Oct-16,156.328
31-Oct-16,156.69
01-Nov-16,159.381
02-Nov-16,160.492
03-Nov-16,157.057
04-Nov-16,160.39
05-Nov-16,163.733
06-Nov-16,162.752
07-Nov-16,157.064
08-Nov-16,161.305
09-Nov-16,158.737
10-Nov-16,156.87
11-Nov-16,152.623
12-Nov-16,157.678
13-Nov-16,155.091
14-Nov-16,158.009
15-Nov-16,160.781
16-Nov-16,160.496
17-Nov-16,157.272
19-Nov-16,152.992
20-Nov-16,150.747
21-Nov-16,153.044
22-Nov-16,152.812
23-Nov-16,153.038
24-Nov-16,152.1
25-Nov-16,153.281
26-Nov-16,151.727
27-Nov-16,148.755
28-Nov-16,151.709
29-Nov-16,152.487
30-Nov-16,151.033
01-Dec-16,146.346
02-Dec-16,139.994
03-Dec-16,138.282
04-Dec-16,136.441
05-Dec-16,138.053
06-Dec-16,138.857
07-Dec-16,138.236
08-Dec-16,140.825
09-Dec-16,139.567
10-Dec-16,138.241
11-Dec-16,133.805
12-Dec-16,122.284
13-Dec-16,117.194
14-Dec-16,125.75
15-Dec-16,132.44
16-Dec-16,133.105
17-Dec-16,133.952
18-Dec-16,131.718
19-Dec-16,135.225
20-Dec-16,138.281
21-Dec-16,140.844
22-Dec-16,139.856
23-Dec-16,141.584
24-Dec-16,141.419
25-Dec-16,138.651
26-Dec-16,142.215
27-Dec-16,145.586
28-Dec-16,147.613
29-Dec-16,145.281
30-Dec-16,145.295
31-Dec-16,148.037
01-Jan-17,139.852
02-Jan-17,144.05
03-Jan-17,147.658
04-Jan-17,150.169
05-Jan-17,149.811
06-Jan-17,149.702
07-Jan-17,148.871
08-Jan-17,147.117
09-Jan-17,149.127
10-Jan-17,150.803
11-Jan-17,152.121
12-Jan-17,152.433
13-Jan-17,148.5
14-Jan-17,138.936
15-Jan-17,131.577
16-Jan-17,138.504
17-Jan-17,142.048
18-Jan-17,144.107
19-Jan-17,146.446
20-Jan-17,148.074
21-Jan-17,147.936
22-Jan-17,144.166
23-Jan-17,146.248
24-Jan-17,147.617
25-Jan-17,151.171
26-Jan-17,147.176
27-Jan-17,145.948
28-Jan-17,146.385
29-Jan-17,146.638
30-Jan-17,151.666
31-Jan-17,154.684
01-Feb-17,153.954
02-Feb-17,154.397
03-Feb-17,155.223
04-Feb-17,156.757
05-Feb-17,154.942
06-Feb-17,155.938
07-Feb-17,157.711
08-Feb-17,159.243
09-Feb-17,157.85
10-Feb-17,157.953
11-Feb-17,154.037
12-Feb-17,153.527
13-Feb-17,155.537
14-Feb-17,157.862
15-Feb-17,158.142
16-Feb-17,157.556
17-Feb-17,156.471
18-Feb-17,157.015
19-Feb-17,156.648
20-Feb-17,159.007
21-Feb-17,160.319
22-Feb-17,162.28
23-Feb-17,165.04
24-Feb-17,164.277
25-Feb-17,164.2
26-Feb-17,160.442
27-Feb-17,162.555
28-Feb-17,161.351
01-Mar-17,161.415
02-Mar-17,161.402
03-Mar-17,160.988
04-Mar-17,162.481
05-Mar-17,160.804
06-Mar-17,165.74
07-Mar-17,164.106
08-Mar-17,162.252
09-Mar-17,161.4
10-Mar-17,160.225
11-Mar-17,156.915
14-Mar-17,161.175
15-Mar-17,162.137
16-Mar-17,162.762
17-Mar-17,163.713
18-Mar-17,164.685
19-Mar-17,157.444
20-Mar-17,161.901
21-Mar-17,165.116
22-Mar-17,166.126
23-Mar-17,165.12
24-Mar-17,166.806
25-Mar-17,165.162
26-Mar-17,163.847
27-Mar-17,164.944
28-Mar-17,167.133
29-Mar-17,165.784
30-Mar-17,164.479
31-Mar-17,166.886
01-Apr-17,165.237
02-Apr-17,158.91
03-Apr-17,160.83
06-Apr-17,164.178
07-Apr-17,165.675
08-Apr-17,165.471
09-Apr-17,165.682
10-Apr-17,166.261
11-Apr-17,168.794
14-Apr-17,165.767
16-Apr-17,163.614
18-Apr-17,170.24
21-Apr-17,163.913
22-Apr-17,165.738
26-Apr-17,170.019
27-Apr-17,169.756
30-Apr-17,157.015
01-May-17,147.112
02-May-17,155.126
03-May-17,162.271
04-May-17,165.257
05-May-17,167.542
06-May-17,166.746
07-May-17,153.05
08-May-17,156.378
09-May-17,162.374
10-May-17,154.057
11-May-17,161.278
12-May-17,165.027
13-May-17,163.849
14-May-17,162.914
15-May-17,168.756
16-May-17,175.998
17-May-17,174.171
18-May-17,172.471
19-May-17,173.047
20-May-17,171.461
21-May-17,166.228
22-May-17,168.623
23-May-17,170.641
24-May-17,171.958
25-May-17,175.04
26-May-17,169.017
27-May-17,149.289
28-May-17,153.94
29-May-17,160.408
30-May-17,167.048
31-May-17,172.427
01-Jun-17,168.964
02-Jun-17,171.089
03-Jun-17,171.409
04-Jun-17,162.437
05-Jun-17,162.116
06-Jun-17,151.796
07-Jun-17,137.526
08-Jun-17,133.978
09-Jun-17,141.76
10-Jun-17,143.92
11-Jun-17,145.85
12-Jun-17,150.931
13-Jun-17,155.528
14-Jun-17,152.812
15-Jun-17,148.422
16-Jun-17,137.202
17-Jun-17,143.641
18-Jun-17,145.637
19-Jun-17,143.758
20-Jun-17,145.47
21-Jun-17,146.023
22-Jun-17,151.526
23-Jun-17,149.628
24-Jun-17,140.074
25-Jun-17,131.534
26-Jun-17,134.174
27-Jun-17,138.05
28-Jun-17,142.256
29-Jun-17,146.025
30-Jun-17,150.057
01-Jul-17,145.53
02-Jul-17,144.737
03-Jul-17,148.866
04-Jul-17,150.579
05-Jul-17,158.899
06-Jul-17,158.473
07-Jul-17,153.339
08-Jul-17,147.822
09-Jul-17,152.125
10-Jul-17,154.066
11-Jul-17,153.668
12-Jul-17,146.24
13-Jul-17,145.329
14-Jul-17,139.744
15-Jul-17,141.917
16-Jul-17,136.157
17-Jul-17,135.947
18-Jul-17,145.637
19-Jul-17,133.271
20-Jul-17,139.358
21-Jul-17,154.645
22-Jul-17,159.351
23-Jul-17,162.207
24-Jul-17,164.98
25-Jul-17,164.762
26-Jul-17,167.084
27-Jul-17,169.981
28-Jul-17,166.719
29-Jul-17,163.439
30-Jul-17,162.367
31-Jul-17,162.379
01-Aug-17,159.156
02-Aug-17,155.851
03-Aug-17,160.35
04-Aug-17,165.067
05-Aug-17,156.003
06-Aug-17,158.268
07-Aug-17,162.67
08-Aug-17,154.644
09-Aug-17,155.743
10-Aug-17,152.882
11-Aug-17,153.605
12-Aug-17,147.538
13-Aug-17,145.486
14-Aug-17,150.388
15-Aug-17,154.251
16-Aug-17,156.912
17-Aug-17,149.553
18-Aug-17,144.433
19-Aug-17,139.967
20-Aug-17,136.54
21-Aug-17,146.014
22-Aug-17,150.089
23-Aug-17,151.416
24-Aug-17,146.666
25-Aug-17,135.97
26-Aug-17,137.486
27-Aug-17,136.934
28-Aug-17,137.845
29-Aug-17,134.243
30-Aug-17,150.054
31-Aug-17,153.084
01-Sep-17,154.109
02-Sep-17,154.469
03-Sep-17,149.878
04-Sep-17,150.827
05-Sep-17,148.988
06-Sep-17,147.38
07-Sep-17,145.934
08-Sep-17,146.789
09-Sep-17,146.818
10-Sep-17,148.375
11-Sep-17,154.271
12-Sep-17,154.293
13-Sep-17,158.303
14-Sep-17,157.968
15-Sep-17,150.708
16-Sep-17,150.693
17-Sep-17,138.945
18-Sep-17,143.894
19-Sep-17,152.975
20-Sep-17,157.184
21-Sep-17,162.69
22-Sep-17,160.774
23-Sep-17,168.237
24-Sep-17,162.589
25-Sep-17,154.468
26-Sep-17,153.174
27-Sep-17,151.312
28-Sep-17,148.004
29-Sep-17,145.462
30-Sep-17,140.391
01-Oct-17,137.993
02-Oct-17,133.068
03-Oct-17,141.405
04-Oct-17,143.267
05-Oct-17,137.08
06-Oct-17,140.606
07-Oct-17,142.695
08-Oct-17,141.344
09-Oct-17,146.343
10-Oct-17,144.044
11-Oct-17,141.573
12-Oct-17,143.58
13-Oct-17,145.168
14-Oct-17,145.566
15-Oct-17,144.425
16-Oct-17,142.537
17-Oct-17,147.946
18-Oct-17,146.102
19-Oct-17,141.04
20-Oct-17,148.311
21-Oct-17,152.775
22-Oct-17,154.088
23-Oct-17,161.587
24-Oct-17,164.035
25-Oct-17,165.992
26-Oct-17,164.667
27-Oct-17,162.387
28-Oct-17,161.377
29-Oct-17,161.309
30-Oct-17,158.074
31-Oct-17,160.299
01-Nov-17,158.742
02-Nov-17,159.334
03-Nov-17,160.42
04-Nov-17,154.878
05-Nov-17,149.808
06-Nov-17,149.943
07-Nov-17,152.56
08-Nov-17,155.057
09-Nov-17,160.027
10-Nov-17,160.659
11-Nov-17,156.2
12-Nov-17,154.032
13-Nov-17,158.149
14-Nov-17,162.914
15-Nov-17,157.678
16-Nov-17,163.413
17-Nov-17,166.02
18-Nov-17,167.405
19-Nov-17,164.611
20-Nov-17,167.228
21-Nov-17,167.144
22-Nov-17,169.442
23-Nov-17,170.941
24-Nov-17,167.951
25-Nov-17,164.79
26-Nov-17,159.814
27-Nov-17,161.998
28-Nov-17,159.353
29-Nov-17,161.649
30-Nov-17,156.489
01-Dec-17,152.649
02-Dec-17,154.829
03-Dec-17,146.442
04-Dec-17,152.941
05-Dec-17,156.588
06-Dec-17,159.759
07-Dec-17,153.601
08-Dec-17,155.592
09-Dec-17,155.767
10-Dec-17,155.63
11-Dec-17,158.798
12-Dec-17,160.458
13-Dec-17,167.668
14-Dec-17,164.728
15-Dec-17,163.523
16-Dec-17,159.898
17-Dec-17,155.706
18-Dec-17,157.719
19-Dec-17,157.308
20-Dec-17,155.475
21-Dec-17,160.352
22-Dec-17,159.611
23-Dec-17,159.725
24-Dec-17,156.493
25-Dec-17,157.946
26-Dec-17,160.649
27-Dec-17,160.422
28-Dec-17,159.427
29-Dec-17,163.109
30-Dec-17,163.991
31-Dec-17,161.495
01-Jan-18,158.065
02-Jan-18,159.567
03-Jan-18,162.367
04-Jan-18,161.689
05-Jan-18,161.544
06-Jan-18,161.478
07-Jan-18,159.145
08-Jan-18,160.318
09-Jan-18,161.846
10-Jan-18,162.806
11-Jan-18,163.754
12-Jan-18,166.276
13-Jan-18,167.282
14-Jan-18,162.86
15-Jan-18,154.195
16-Jan-18,151.175
17-Jan-18,157.51
18-Jan-18,161.682
19-Jan-18,163.938
20-Jan-18,164.038
21-Jan-18,160.432
22-Jan-18,162.496
23-Jan-18,165.258
24-Jan-18,166.444
25-Jan-18,166.785
26-Jan-18,165.116
27-Jan-18,166.506
28-Jan-18,164.158
29-Jan-18,166.144
30-Jan-18,168.645
31-Jan-18,167.583
01-Feb-18,164.171
02-Feb-18,164.94
03-Feb-18,165.951
04-Feb-18,161.388
05-Feb-18,165.328
06-Feb-18,166.308
07-Feb-18,167.434
08-Feb-18,166.948
09-Feb-18,170.403
10-Feb-18,170.713
11-Feb-18,168.625
12-Feb-18,171.281
13-Feb-18,171.017
14-Feb-18,168.21
15-Feb-18,170.539
16-Feb-18,171.24
17-Feb-18,173.757
18-Feb-18,172.087
19-Feb-18,173.688
20-Feb-18,174.917
21-Feb-18,175.298
22-Feb-18,178.431
23-Feb-18,178.146
24-Feb-18,174.014
25-Feb-18,169.614
26-Feb-18,171.667
27-Feb-18,176.134
28-Feb-18,178.342
01-Mar-18,176.221
02-Mar-18,169.653
03-Mar-18,174.534
04-Mar-18,172.524
05-Mar-18,175.103
06-Mar-18,177.666
07-Mar-18,177.773
08-Mar-18,178.622
09-Mar-18,180.234
10-Mar-18,180.478
11-Mar-18,175.745
12-Mar-18,178.833
13-Mar-18,180.038
14-Mar-18,181.768
15-Mar-18,181.833
16-Mar-18,179.036
17-Mar-18,156.37
18-Mar-18,158.431
19-Mar-18,163.135
20-Mar-18,170.757
21-Mar-18,175.654
22-Mar-18,178.843
23-Mar-18,182.734
24-Mar-18,184.1
25-Mar-18,180.23
26-Mar-18,180.996
27-Mar-18,180.033
28-Mar-18,183.786
29-Mar-18,184.981
30-Mar-18,180.104
31-Mar-18,174.443
01-Apr-18,167.208
02-Apr-18,161.1
03-Apr-18,170.177
04-Apr-18,171.326
05-Apr-18,171.323
06-Apr-18,175.833
07-Apr-18,174.487
08-Apr-18,166.747
09-Apr-18,175.149
10-Apr-18,177.401
11-Apr-18,180.037
12-Apr-18,181.462
13-Apr-18,181.353
14-Apr-18,181.509
15-Apr-18,180.853
16-Apr-18,182.728
17-Apr-18,183.487
18-Apr-18,182.913
19-Apr-18,181.868
20-Apr-18,181.909
21-Apr-18,182.49
22-Apr-18,179.92
23-Apr-18,176.424
24-Apr-18,174.118
25-Apr-18,173.316
26-Apr-18,180.392
27-Apr-18,180.863
28-Apr-18,182.864
29-Apr-18,178.503
30-Apr-18,181.144
01-May-18,160.527
02-May-18,166.018
03-May-18,145.036
04-May-18,146.818
05-May-18,163.246
06-May-18,164.749
07-May-18,172.395
08-May-18,176.422
09-May-18,178.073
10-May-18,176.685
11-May-18,176.599
12-May-18,172.161
13-May-18,164.014
14-May-18,165.773
15-May-18,165.302
16-May-18,174.247
17-May-18,177.47
18-May-18,176.873
19-May-18,177.322
20-May-18,171.129
21-May-18,176.633
22-May-18,178.664
23-May-18,176.854
24-May-18,176.176
25-May-18,178.944
26-May-18,179.475
27-May-18,176.503
28-May-18,182.647
29-May-18,184.305
30-May-18,186.296
31-May-18,180.184
01-Jun-18,177.187
02-Jun-18,161.897
03-Jun-18,160.236
04-Jun-18,164.434
05-Jun-18,168.105
06-Jun-18,160.37
07-Jun-18,154.28
08-Jun-18,150.67
09-Jun-18,149.398
10-Jun-18,147.628
11-Jun-18,151.901
12-Jun-18,151.249
13-Jun-18,157.599
14-Jun-18,168.142
15-Jun-18,171.119
16-Jun-18,169.055
17-Jun-18,167.996
18-Jun-18,171.75
19-Jun-18,179.693
20-Jun-18,184.537
21-Jun-18,183.207
22-Jun-18,179.807
23-Jun-18,175.295
24-Jun-18,171.88
25-Jun-18,173.8
26-Jun-18,174.833
27-Jun-18,168.232
28-Jun-18,158.374
29-Jun-18,163.89
30-Jun-18,161.821
01-Jul-18,155.173
02-Jul-18,158.426
03-Jul-18,150.987
04-Jul-18,158.477
05-Jul-18,162.087
06-Jul-18,162.195
07-Jul-18,153.112
08-Jul-18,146.803
09-Jul-18,150.654
10-Jul-18,150.8
11-Jul-18,148.698
12-Jul-18,142.266
13-Jul-18,147.233
14-Jul-18,145.894
15-Jul-18,142.952
16-Jul-18,144.175
17-Jul-18,153.074
18-Jul-18,160.548
19-Jul-18,166.686
20-Jul-18,163.141
21-Jul-18,160.737
22-Jul-18,158.763
23-Jul-18,167.594
24-Jul-18,172.81
25-Jul-18,176.174
26-Jul-18,179.322
27-Jul-18,176.662
28-Jul-18,175.957
29-Jul-18,173.033
30-Jul-18,181.674
31-Jul-18,182.926
01-Aug-18,181.167
02-Aug-18,176.1
03-Aug-18,177.021
04-Aug-18,177.293
05-Aug-18,174.574
06-Aug-18,174.389
07-Aug-18,171.421
08-Aug-18,168.024
09-Aug-18,170.46
10-Aug-18,170.383
11-Aug-18,153.172
12-Aug-18,150.273
13-Aug-18,151.961
14-Aug-18,151.685
15-Aug-18,144.586
16-Aug-18,146.35
17-Aug-18,154.305
18-Aug-18,156.907
19-Aug-18,152.42
20-Aug-18,153.186
21-Aug-18,158.967
22-Aug-18,169.428
23-Aug-18,177.195
24-Aug-18,176.79
25-Aug-18,174.169
26-Aug-18,170.679
27-Aug-18,168.895
28-Aug-18,169.291
29-Aug-18,172.939
30-Aug-18,179.583
31-Aug-18,179.816
01-Sep-18,177.431
02-Sep-18,177.982
03-Sep-18,184.249
04-Sep-18,186.78
05-Sep-18,187.788
06-Sep-18,186.915
07-Sep-18,187.7
08-Sep-18,184.193
09-Sep-18,190.198
10-Sep-18,192.933
11-Sep-18,190.225
12-Sep-18,181.784
13-Sep-18,178.148
14-Sep-18,180.624
15-Sep-18,181.464
16-Sep-18,172.261
17-Sep-18,160.167
18-Sep-18,158.01
19-Sep-18,160.452
20-Sep-18,161.314
21-Sep-18,152.844
22-Sep-18,155.897
23-Sep-18,167.326
24-Sep-18,173.341
25-Sep-18,175.828
26-Sep-18,170.085
27-Sep-18,168.685
28-Sep-18,174.519
29-Sep-18,179.261
30-Sep-18,181.876
01-Oct-18,184.444
02-Oct-18,183.849
03-Oct-18,187.223
04-Oct-18,183.091
05-Oct-18,176.176
06-Oct-18,177.845
07-Oct-18,181.201
08-Oct-18,186.708
09-Oct-18,187.208
10-Oct-18,181.195
11-Oct-18,181.612
12-Oct-18,187.014
13-Oct-18,186.117
14-Oct-18,187.448
15-Oct-18,186.937
16-Oct-18,181.862
17-Oct-18,176.245
18-Oct-18,163.378
19-Oct-18,163.548
20-Oct-18,169.033
21-Oct-18,173.111
22-Oct-18,181.241
23-Oct-18,182.744
24-Oct-18,187.366
25-Oct-18,189.719
26-Oct-18,187.374
27-Oct-18,184.272
28-Oct-18,179.72
29-Oct-18,182.923
30-Oct-18,183.529
31-Oct-18,189.186
01-Nov-18,179.719
02-Nov-18,175.192
03-Nov-18,176.66
04-Nov-18,178.121
05-Nov-18,183.584
06-Nov-18,186.203
07-Nov-18,175.6
08-Nov-18,178.318
09-Nov-18,185.379
10-Nov-18,184.326
11-Nov-18,184.027
12-Nov-18,183.117
13-Nov-18,181.28
14-Nov-18,181.159
15-Nov-18,178.395
16-Nov-18,172.7
17-Nov-18,171.05
18-Nov-18,166.275
19-Nov-18,173.312
20-Nov-18,175.762
21-Nov-18,169.558
22-Nov-18,159.484
23-Nov-18,160.073
24-Nov-18,161.508
25-Nov-18,158.888
26-Nov-18,160.515
27-Nov-18,161.411
28-Nov-18,164.935
29-Nov-18,167.18
30-Nov-18,168.076
01-Dec-18,165.39
02-Dec-18,161.745
03-Dec-18,163.796
04-Dec-18,160.655
05-Dec-18,159.963
06-Dec-18,163.199
07-Dec-18,163.865
08-Dec-18,164.937
09-Dec-18,163.307
10-Dec-18,164.375
11-Dec-18,166.52
12-Dec-18,167.145
13-Dec-18,168.499
14-Dec-18,164.161
15-Dec-18,159.171
16-Dec-18,148.77
17-Dec-18,125.976
18-Dec-18,139.797
19-Dec-18,147.365
20-Dec-18,151.092
21-Dec-18,152.039
22-Dec-18,153.044
23-Dec-18,151.246
24-Dec-18,156.066
25-Dec-18,157.175
26-Dec-18,160.428
27-Dec-18,162.938
28-Dec-18,161.778
29-Dec-18,162.543
30-Dec-18,155.992
31-Dec-18,158.614
01-Jan-19,152.233
02-Jan-19,155.343
03-Jan-19,157.659
04-Jan-19,159.317
05-Jan-19,159.691
06-Jan-19,155.84
07-Jan-19,157.784
08-Jan-19,159.756
09-Jan-19,158.347
10-Jan-19,159.229
11-Jan-19,161.829
12-Jan-19,159.272
13-Jan-19,159.59
14-Jan-19,155.815
15-Jan-19,148.881
16-Jan-19,145.451
17-Jan-19,154.302
