,DateTime,Total
0,2019-01-01,14.07012138181692
1,2019-01-02,14.778794704685762
2,2019-01-03,15.8633656904395
3,2019-01-04,16.49233461706079
4,2019-01-05,16.951641481852846
5,2019-01-06,17.074950225736877
6,2019-01-07,16.51356540461652
7,2019-01-08,16.29708066661503
8,2019-01-09,15.65050555350959
9,2019-01-10,16.814815743780557
10,2019-01-11,17.815176035737405
11,2019-01-12,17.756839343873658
12,2019-01-13,17.931046661956834
13,2019-01-14,17.547094284050793
14,2019-01-15,16.884539652352224
15,2019-01-16,17.768563883905077
16,2019-01-17,18.025775539478943
17,2019-01-18,18.40063550285525
18,2019-01-19,18.10334179476086
19,2019-01-20,17.788326925763645
20,2019-01-21,17.29408541722514
21,2019-01-22,17.50904626439901
22,2019-01-23,18.057745494651872
23,2019-01-24,18.60434778273436
24,2019-01-25,19.93749390442661
25,2019-01-26,21.29899781559625
26,2019-01-27,21.190801572878577
27,2019-01-28,20.32454035524401
28,2019-01-29,18.02863942044113
29,2019-01-30,16.762875843854808
30,2019-01-31,17.805121407072484
31,2019-02-01,18.14846943244464
32,2019-02-02,18.231071301291983
33,2019-02-03,18.8055615156809
34,2019-02-04,19.05553487630097
35,2019-02-05,19.190507453762507
36,2019-02-06,19.12239532154404
37,2019-02-07,18.998179404560844
38,2019-02-08,20.761360463981525
39,2019-02-09,21.638978346477483
40,2019-02-10,21.026448643307532
41,2019-02-11,21.94620054303602
42,2019-02-12,20.584391400728844
43,2019-02-13,20.14129544924793
44,2019-02-14,19.182467918952245
45,2019-02-15,20.383139216589324
46,2019-02-16,20.9914894239609
47,2019-02-17,22.097960002132027
48,2019-02-18,22.51180208256862
49,2019-02-19,23.52111324408665
50,2019-02-20,22.85139861349746
51,2019-02-21,21.73035244596557
52,2019-02-22,20.377596827557188
53,2019-02-23,20.85321174503839
54,2019-02-24,20.984962572715396
55,2019-02-25,21.655230538620685
56,2019-02-26,22.53446108030326
57,2019-02-27,23.13416580104681
58,2019-02-28,23.22136808963557
59,2019-03-01,23.714411046737425
60,2019-03-02,23.680654980110816
61,2019-03-03,23.20090219153204
62,2019-03-04,23.771345502062537
63,2019-03-05,24.058814258149766
64,2019-03-06,24.634693642223368
65,2019-03-07,23.821273213941733
66,2019-03-08,24.49031665970177
67,2019-03-09,24.540681854663404
68,2019-03-10,24.242919794629344
69,2019-03-11,24.30882886659571
70,2019-03-12,23.51473875285187
71,2019-03-13,23.412061250849437
72,2019-03-14,22.53288287874323
73,2019-03-15,22.922653425073104
74,2019-03-16,22.449427029968827
75,2019-03-17,22.760655284656107
76,2019-03-18,21.962328322468466
77,2019-03-19,23.149715563629165
78,2019-03-20,24.110705453156992
79,2019-03-21,24.49935832340437
80,2019-03-22,24.165998176635263
81,2019-03-23,24.388728086985168
82,2019-03-24,24.824462594796117
83,2019-03-25,24.507112751717067
84,2019-03-26,24.08353756621542
85,2019-03-27,23.94064739965899
86,2019-03-28,24.02465920629427
87,2019-03-29,24.989454789646206
88,2019-03-30,25.075205735524747
89,2019-03-31,25.11753722851376
90,2019-04-01,25.592237269100973
91,2019-04-02,24.72438747551849
92,2019-04-03,25.19632411158841
93,2019-04-04,24.84195772139768
94,2019-04-05,24.734858551132085
95,2019-04-06,25.222044490056813
96,2019-04-07,24.712114030266743
97,2019-04-08,25.719021823592666
98,2019-04-09,26.240936142038308
99,2019-04-10,26.294354947049243
100,2019-04-11,25.37895122968244
101,2019-04-12,25.613465241533454
102,2019-04-13,25.226238541407856
103,2019-04-14,25.544581945529792
104,2019-04-15,25.290269347679853
105,2019-04-16,25.06731226283902
106,2019-04-17,25.26034689094521
107,2019-04-18,26.214962269709112
108,2019-04-19,25.743239265067263
109,2019-04-20,26.82323599935978
110,2019-04-21,25.79751650255289
111,2019-04-22,26.107587940032506
112,2019-04-23,25.06880686764821
113,2019-04-24,25.682358148255272
114,2019-04-25,25.708366543870277
115,2019-04-26,26.49599735723223
116,2019-04-27,27.34509157408074
117,2019-04-28,27.26640340555001
118,2019-04-29,27.57521497448322
119,2019-04-30,27.357905346672528
120,2019-05-01,27.56024900360428
121,2019-05-02,26.93074654959872
122,2019-05-03,27.053584985427776
123,2019-05-04,27.214976440336773
124,2019-05-05,27.55459529170773
125,2019-05-06,27.870878558476196
126,2019-05-07,28.113004154987408
127,2019-05-08,28.870288684267894
128,2019-05-09,28.44711144192521
129,2019-05-10,28.44571784448252
130,2019-05-11,28.82004204573111
131,2019-05-12,27.929390480922788
132,2019-05-13,27.96019199840693
133,2019-05-14,27.95864890444981
134,2019-05-15,28.136874312650637
135,2019-05-16,27.32520055123536
136,2019-05-17,27.91483681253617
137,2019-05-18,27.986941918906656
138,2019-05-19,28.13489618377928
139,2019-05-20,28.04455739243793
140,2019-05-21,28.041039794306613
141,2019-05-22,27.67462725093536
142,2019-05-23,28.29175399478672
143,2019-05-24,28.263642399803217
144,2019-05-25,28.32175899410394
145,2019-05-26,29.046856555750743
146,2019-05-27,28.23755739020909
147,2019-05-28,28.000933034812988
148,2019-05-29,28.434951038604645
149,2019-05-30,26.258243346236444
150,2019-05-31,28.524364799711314
151,2019-06-01,28.54122258039836
152,2019-06-02,28.832209137532807
153,2019-06-03,27.73600866018425
154,2019-06-04,26.56040527354414
155,2019-06-05,28.44186525873088
156,2019-06-06,28.437003451750694
157,2019-06-07,26.788799337209312
158,2019-06-08,27.70409474490991
159,2019-06-09,28.50024064210981
160,2019-06-10,28.00931871304324
161,2019-06-11,28.172500399217864
162,2019-06-12,28.45861707943512
163,2019-06-13,29.011883088908423
