,Date,Energy Required (MU)
1066,20-05-2015,144.683
1067,21-05-2015,148.523
1068,22-05-2015,153.956
1069,23-05-2015,153.657
1070,24-05-2015,149.573
1071,25-05-2015,151.147
1072,26-05-2015,153.955
1073,27-05-2015,155.322
1074,28-05-2015,143.336
1075,29-05-2015,147.235
1076,30-05-2015,146.455
1077,31-05-2015,143.522
1078,01-06-2015,135.238
1079,02-06-2015,132.163
1080,03-06-2015,127.344
1081,04-06-2015,137.787
1082,05-06-2015,134.276
1083,06-06-2015,126.068
1084,07-06-2015,127.775
1085,08-06-2015,127.775
1086,09-06-2015,125.428
1087,10-06-2015,128.297
1088,11-06-2015,133.912
1089,12-06-2015,128.599
1090,13-06-2015,130.013
1091,14-06-2015,125.361
1092,15-06-2015,130.363
1093,16-06-2015,128.3
1094,17-06-2015,129.216
1095,18-06-2015,123.601
1096,19-06-2015,117.876
1097,20-06-2015,123.461
1098,21-06-2015,113.38
1099,22-06-2015,117.364
1100,23-06-2015,129.519
1101,24-06-2015,137.718
1102,25-06-2015,138.826
1103,26-06-2015,143.483
1104,27-06-2015,142.188
1105,28-06-2015,139.174
1106,29-06-2015,142.311
1107,30-06-2015,142.535
1108,01-07-2015,142.785
1109,02-07-2015,145.43
1110,03-07-2015,146.361
1111,04-07-2015,147.768
1112,05-07-2015,145.732
1113,06-07-2015,148.052
1114,07-07-2015,151.357
1115,08-07-2015,153.714
1116,09-07-2015,151.473
1117,10-07-2015,156.444
1118,11-07-2015,150.83
1119,12-07-2015,156.437
1120,13-07-2015,152.358
1121,14-07-2015,153.224
1122,15-07-2015,146.056
1123,16-07-2015,145.569
1124,17-07-2015,147.716
1125,18-07-2015,147.167
1126,19-07-2015,142.68
1127,20-07-2015,138.942
1128,21-07-2015,144.478
1129,22-07-2015,141.191
1130,23-07-2015,138.872
1131,24-07-2015,143.381
1132,25-07-2015,145.516
1133,26-07-2015,143.432
1134,27-07-2015,145.514
1135,28-07-2015,148.222
1136,29-07-2015,147.739
1137,30-07-2015,150.801
1138,31-07-2015,149.823
1139,01-08-2015,143.454
1140,02-08-2015,140.803
1141,03-08-2015,140.525
1142,04-08-2015,139.386
1143,05-08-2015,140.138
1144,06-08-2015,138.301
1145,07-08-2015,134.579
1146,08-08-2015,137.671
1147,09-08-2015,141.061
1148,10-08-2015,142.002
1149,11-08-2015,141.04
1150,12-08-2015,136.866
1151,13-08-2015,137.934
1152,14-08-2015,139.66
1153,15-08-2015,144.277
1154,16-08-2015,136.35
1155,17-08-2015,136.245
1156,18-08-2015,141.551
1157,19-08-2015,145.989
1158,20-08-2015,143.126
1159,21-08-2015,129.806
1160,22-08-2015,127.359
1161,23-08-2015,129.393
1162,24-08-2015,132.3
1163,25-08-2015,138.849
1164,26-08-2015,140.121
1165,27-08-2015,137.85
1166,28-08-2015,136.231
1167,29-08-2015,136.955
1168,30-08-2015,137.165
1169,31-08-2015,139.68
1170,01-09-2015,138.886
1171,02-09-2015,141.656
1172,03-09-2015,140.376
1173,04-09-2015,138.235
1174,05-09-2015,140.535
1175,06-09-2015,125.397
1176,07-09-2015,118.753
1177,08-09-2015,120.012
1178,09-09-2015,127.085
1179,10-09-2015,121.412
1180,11-09-2015,124.211
1181,12-09-2015,126.882
1182,13-09-2015,124.758
1183,14-09-2015,124.389
1184,15-09-2015,125.786
1185,16-09-2015,126.061
1186,17-09-2015,126.79
1187,18-09-2015,134.233
1188,19-09-2015,133.8
1189,20-09-2015,127.203
1190,21-09-2015,128.978
1191,22-09-2015,135.134
1192,23-09-2015,143.431
1193,24-09-2015,138.146
1194,25-09-2015,138.763
1195,26-09-2015,131.044
1196,27-09-2015,123.465
1197,28-09-2015,132.354
1198,29-09-2015,133.116
1199,30-09-2015,133.915
1200,01-10-2015,125.772
1201,02-10-2015,125.461
1202,03-10-2015,124.703
1203,04-10-2015,111.684
1204,05-10-2015,122.975
1205,06-10-2015,129.658
1206,07-10-2015,130.501
1207,08-10-2015,129.863
1208,09-10-2015,134.202
1209,10-10-2015,135.189
1210,11-10-2015,135.058
1211,12-10-2015,141.591
1212,13-10-2015,142.973
1213,14-10-2015,144.757
1214,15-10-2015,144.488
1215,16-10-2015,146.012
1216,17-10-2015,149.665
1217,18-10-2015,147.98
1218,19-10-2015,151.843
1219,20-10-2015,152.231
1220,21-10-2015,152.832
1221,22-10-2015,148.127
1222,23-10-2015,149.694
1223,24-10-2015,151.939
1224,25-10-2015,148.539
1225,26-10-2015,148.984
1226,27-10-2015,149.324
1227,28-10-2015,147.471
1228,29-10-2015,151.462
1229,30-10-2015,147.305
1230,31-10-2015,148.774
1231,01-11-2015,142.664
1232,02-11-2015,139.837
1233,03-11-2015,140.954
1234,04-11-2015,142.143
1235,05-11-2015,144.452
1236,06-11-2015,147.998
1237,07-11-2015,150.049
1238,08-11-2015,140.393
1239,09-11-2015,127.271
1240,10-11-2015,113.103
1241,11-11-2015,113.667
1242,12-11-2015,119.394
1243,13-11-2015,126.547
1244,14-11-2015,125.109
1245,15-11-2015,119.285
1246,16-11-2015,113.781
1247,17-11-2015,96.64
1248,18-11-2015,101.433
1249,19-11-2015,106.154
1250,20-11-2015,107.556
1251,21-11-2015,108.831
1252,22-11-2015,105.474
1253,23-11-2015,113.553
1254,24-11-2015,116.404
1255,25-11-2015,117.585
1256,26-11-2015,116.89
1257,27-11-2015,123.19
1258,28-11-2015,120.415
1259,29-11-2015,116.754
1260,30-11-2015,113.416
1261,01-12-2015,111.52
1262,02-12-2015,114.403
1263,03-12-2015,123.081
1264,04-12-2015,120.634
1265,05-12-2015,121.053
1266,06-12-2015,113.826
1267,07-12-2015,119.149
1268,08-12-2015,120.418
1269,09-12-2015,121.379
1270,10-12-2015,122.33
1271,11-12-2015,123.879
1272,12-12-2015,123.443
1273,13-12-2015,122.515
1274,14-12-2015,128.948
1275,15-12-2015,135.726
1276,16-12-2015,134.117
1277,17-12-2015,130.559
1278,18-12-2015,131.319
1279,19-12-2015,132.244
1280,20-12-2015,131.131
1281,21-12-2015,130.083
1282,22-12-2015,132.552
1283,23-12-2015,135.132
1284,24-12-2015,135.545
1285,25-12-2015,132.079
1286,26-12-2015,129.637
1287,27-12-2015,122.888
1288,28-12-2015,126.667
1289,29-12-2015,129.613
1290,30-12-2015,131.113
1291,31-12-2015,135.176
1292,01-01-2016,132.151
1293,02-01-2016,129.398
1294,03-01-2016,128.672
1295,04-01-2016,129.309
1296,05-01-2016,140.611
1297,06-01-2016,136.571
1298,07-01-2016,135.24
1299,08-01-2016,136.239
1300,09-01-2016,138.155
1301,10-01-2016,127.466
1302,11-01-2016,134.782
1303,12-01-2016,135.946
1304,13-01-2016,136.332
1305,14-01-2016,131.787
1306,15-01-2016,124.183
1307,16-01-2016,120.477
1308,17-01-2016,120.311
1309,18-01-2016,126.592
1310,19-01-2016,127.068
1311,20-01-2016,126.851
1312,21-01-2016,132.507
1313,22-01-2016,125.821
1314,23-01-2016,127.297
1315,24-01-2016,119.911
1316,25-01-2016,130.998
1317,26-01-2016,131.219
1318,27-01-2016,133.984
1319,28-01-2016,139.446
1320,29-01-2016,143.139
1321,30-01-2016,140.629
1322,31-01-2016,134.04
1323,01-02-2016,137.351
1324,02-02-2016,141.51
1325,03-02-2016,143.015
1326,04-02-2016,143.508
1327,05-02-2016,136.858
1328,06-02-2016,137.666
1329,07-02-2016,135.27
1330,08-02-2016,147.155
1331,09-02-2016,144.964
1332,10-02-2016,149.452
1333,11-02-2016,147.76
1334,12-02-2016,149.036
1335,13-02-2016,145.678
1336,14-02-2016,140.861
1337,15-02-2016,145.714
1338,16-02-2016,143.648
1339,17-02-2016,147.748
1340,18-02-2016,148.575
1341,19-02-2016,146.155
1342,20-02-2016,147.772
1343,21-02-2016,140.06
1344,22-02-2016,148.895
1345,23-02-2016,153.142
1346,24-02-2016,154.555
1347,25-02-2016,152.733
1348,26-02-2016,154.529
1349,27-02-2016,152.877
1350,28-02-2016,148.929
1351,29-02-2016,149.066
1352,01-03-2016,150.788
1353,02-03-2016,151.573
1354,03-03-2016,152.599
1355,04-03-2016,152.161
1356,05-03-2016,153.471
1357,06-03-2016,153.527
1358,07-03-2016,151.618
1359,08-03-2016,151.381
1360,09-03-2016,152.925
1361,10-03-2016,154.246
1362,11-03-2016,155.173
1363,12-03-2016,153.846
1364,13-03-2016,151.544
1365,14-03-2016,151.494
1366,15-03-2016,152.588
1367,16-03-2016,155.754
1368,17-03-2016,156.421
1369,18-03-2016,156.98
1370,19-03-2016,159.097
1371,20-03-2016,156.826
1372,21-03-2016,159.605
1373,22-03-2016,160.494
1374,23-03-2016,162.09
1375,24-03-2016,160.444
1376,25-03-2016,157.859
1377,26-03-2016,156.477
1378,27-03-2016,150.731
1379,28-03-2016,151.781
1380,29-03-2016,153.358
1381,30-03-2016,154.165
1382,31-03-2016,156.271
1383,01-04-2016,153.277
1384,02-04-2016,154.258
1385,03-04-2016,152.332
1386,04-04-2016,155.461
1387,05-04-2016,156.285
1388,06-04-2016,153.891
1389,07-04-2016,155.65
1390,08-04-2016,154.041
1391,09-04-2016,151.188
1392,10-04-2016,149.265
1393,11-04-2016,155.945
1394,12-04-2016,156.555
1395,13-04-2016,158.692
1396,14-04-2016,161.583
1397,15-04-2016,160.934
1398,16-04-2016,157.512
1399,17-04-2016,152.216
1400,18-04-2016,154.707
1401,19-04-2016,156.67
1402,20-04-2016,158.272
1403,21-04-2016,157.434
1404,22-04-2016,156.185
1405,23-04-2016,159.057
1406,24-04-2016,152.917
1407,25-04-2016,155.528
1408,26-04-2016,158.825
1409,27-04-2016,158.73
1410,28-04-2016,161.993
1411,29-04-2016,158.97
1412,30-04-2016,158.943
1413,01-05-2016,152.957
1414,02-05-2016,155.484
1415,03-05-2016,155.198
1416,05-05-2016,143.355
1417,06-05-2016,130.693
1418,07-05-2016,140.88
1419,09-05-2016,146.465
1420,10-05-2016,150.69
1421,11-05-2016,151.306
1422,12-05-2016,148.542
1423,15-05-2016,150.442
1424,17-05-2016,144.656
1425,18-05-2016,119.903
1426,19-05-2016,101.272
1427,21-05-2016,126.839
1428,22-05-2016,134.984
1429,25-05-2016,153.63
1430,26-05-2016,153.767
1431,27-05-2016,151.796
1432,28-05-2016,147.86
1433,29-05-2016,132.934
1434,30-05-2016,143.627
1435,01-06-2016,148.154
1436,02-06-2016,129.565
1437,03-06-2016,137.426
1438,04-06-2016,125.653
1439,05-06-2016,127.356
1440,06-06-2016,130.863
1441,07-06-2016,127.699
1442,08-06-2016,119.645
1443,10-06-2016,131.684
1444,11-06-2016,132.749
1445,12-06-2016,136.818
1446,14-06-2016,146.28
1447,15-06-2016,147.751
1448,16-06-2016,154.511
1449,17-06-2016,148.595
1450,18-06-2016,138.808
1451,19-06-2016,132.848
1452,20-06-2016,128.195
1453,21-06-2016,131.233
1454,22-06-2016,133.449
1455,23-06-2016,134.653
1456,25-06-2016,130.33
1457,26-06-2016,124.118
1458,30-06-2016,115.705
1459,01-07-2016,121.444
1460,02-07-2016,125.991
1461,03-07-2016,128.815
1462,04-07-2016,137.819
1463,05-07-2016,138.138
1464,06-07-2016,140.716
1465,07-07-2016,139.583
1466,08-07-2016,136.379
1467,09-07-2016,131.531
1468,10-07-2016,132.231
1469,11-07-2016,134.668
1470,12-07-2016,144.37
1471,13-07-2016,150.125
1472,14-07-2016,155.026
1473,15-07-2016,157.913
1474,18-07-2016,142.752
1475,19-07-2016,138.449
1476,20-07-2016,136.395
1477,21-07-2016,137.895
1478,23-07-2016,139.817
1479,24-07-2016,134.061
1480,26-07-2016,132.938
1481,27-07-2016,129.318
1482,28-07-2016,129.281
1483,29-07-2016,129.309
1484,31-07-2016,123.812
1485,02-08-2016,124.048
1486,03-08-2016,127.988
1487,04-08-2016,130.603
1488,05-08-2016,136.286
1489,06-08-2016,141.457
1490,09-08-2016,157.995
1491,10-08-2016,160.522
1492,11-08-2016,165.4
1493,13-08-2016,166.285
1494,14-08-2016,163.685
1495,15-08-2016,161.569
1496,16-08-2016,160.462
1497,17-08-2016,162.007
1498,18-08-2016,169.252
1499,19-08-2016,175.844
1500,20-08-2016,176.125
1501,21-08-2016,174.114
1502,22-08-2016,177.515
1503,23-08-2016,178.146
1504,24-08-2016,173.692
1505,25-08-2016,167.457
1506,26-08-2016,162.736
1507,27-08-2016,155.478
1508,28-08-2016,151.502
1509,29-08-2016,168.689
1510,30-08-2016,154.32
1511,31-08-2016,149.632
1512,02-09-2016,151.856
1513,03-09-2016,152.132
1514,04-09-2016,153.245
1515,05-09-2016,151.527
1516,06-09-2016,158.545
1517,07-09-2016,159.692
1518,08-09-2016,169.271
1519,09-09-2016,171.676
1520,10-09-2016,162.371
1521,11-09-2016,150.219
1522,12-09-2016,148.334
1523,13-09-2016,144.144
1524,14-09-2016,140.982
1525,16-09-2016,140.609
1526,17-09-2016,143.058
1527,18-09-2016,146.619
1528,19-09-2016,153.558
1529,20-09-2016,151.933
1530,21-09-2016,138.029
1531,22-09-2016,131.21
1532,23-09-2016,133.292
1533,24-09-2016,134.701
1534,25-09-2016,135.018
1535,26-09-2016,137.748
1536,27-09-2016,141.614
1537,28-09-2016,142.826
1538,29-09-2016,140.956
1539,30-09-2016,143.804
1540,01-10-2016,141.452
1541,02-10-2016,138.705
1542,03-10-2016,143.727
1543,04-10-2016,148.492
1544,05-10-2016,149.673
1545,06-10-2016,155.224
1546,07-10-2016,158.087
1547,08-10-2016,153.884
1548,09-10-2016,146.79
1549,10-10-2016,145.694
1550,11-10-2016,143.377
1551,12-10-2016,150.465
1552,13-10-2016,155.399
1553,14-10-2016,157.924
1554,15-10-2016,157.26
1555,16-10-2016,157.545
1556,17-10-2016,160.986
1557,18-10-2016,163.008
1558,19-10-2016,165.275
1559,20-10-2016,163.486
1560,21-10-2016,162.356
1561,22-10-2016,162.963
1562,23-10-2016,161.444
1563,24-10-2016,162.803
1564,25-10-2016,163.838
1565,26-10-2016,162.795
1566,27-10-2016,163.114
1567,28-10-2016,163.033
1568,29-10-2016,166.022
1569,30-10-2016,156.328
1570,31-10-2016,156.69
1571,01-11-2016,159.381
1572,02-11-2016,160.492
1573,03-11-2016,157.057
1574,04-11-2016,160.39
1575,05-11-2016,163.733
1576,06-11-2016,162.752
1577,07-11-2016,157.064
1578,08-11-2016,161.305
1579,09-11-2016,158.737
1580,10-11-2016,156.87
1581,11-11-2016,152.623
1582,12-11-2016,157.678
1583,13-11-2016,155.091
1584,14-11-2016,158.009
1585,15-11-2016,160.781
1586,16-11-2016,160.496
1587,17-11-2016,157.272
1588,19-11-2016,152.992
1589,20-11-2016,150.747
1590,21-11-2016,153.044
1591,22-11-2016,152.812
1592,23-11-2016,153.038
1593,24-11-2016,152.1
1594,25-11-2016,153.281
1595,26-11-2016,151.727
1596,27-11-2016,148.755
1597,28-11-2016,151.709
1598,29-11-2016,152.487
1599,30-11-2016,151.033
1600,01-12-2016,146.346
1601,02-12-2016,139.994
1602,03-12-2016,138.282
1603,04-12-2016,136.441
1604,05-12-2016,138.053
1605,06-12-2016,138.857
1606,07-12-2016,138.236
1607,08-12-2016,140.825
1608,09-12-2016,139.567
1609,10-12-2016,138.241
1610,11-12-2016,133.805
1611,12-12-2016,122.284
1612,13-12-2016,117.194
1613,14-12-2016,125.75
1614,15-12-2016,132.44
1615,16-12-2016,133.105
1616,17-12-2016,133.952
1617,18-12-2016,131.718
1618,19-12-2016,135.225
1619,20-12-2016,138.281
1620,21-12-2016,140.844
1621,22-12-2016,139.856
1622,23-12-2016,141.584
1623,24-12-2016,141.419
1624,25-12-2016,138.651
1625,26-12-2016,142.215
1626,27-12-2016,145.586
1627,28-12-2016,147.613
1628,29-12-2016,145.281
1629,30-12-2016,145.295
1630,31-12-2016,148.037
1631,01-01-2017,139.852
1632,02-01-2017,144.05
1633,03-01-2017,147.658
1634,04-01-2017,150.169
1635,05-01-2017,149.811
1636,06-01-2017,149.702
1637,07-01-2017,148.871
1638,08-01-2017,147.117
1639,09-01-2017,149.127
1640,10-01-2017,150.803
1641,11-01-2017,152.121
1642,12-01-2017,152.433
1643,13-01-2017,148.5
1644,14-01-2017,138.936
1645,15-01-2017,131.577
1646,16-01-2017,138.504
1647,17-01-2017,142.048
1648,18-01-2017,144.107
1649,19-01-2017,146.446
1650,20-01-2017,148.074
1651,21-01-2017,147.936
1652,22-01-2017,144.166
1653,23-01-2017,146.248
1654,24-01-2017,147.617
1655,25-01-2017,151.171
1656,26-01-2017,147.176
1657,27-01-2017,145.948
1658,28-01-2017,146.385
1659,29-01-2017,146.638
1660,30-01-2017,151.666
1661,31-01-2017,154.684
1662,01-02-2017,153.954
1663,02-02-2017,154.397
1664,03-02-2017,155.223
1665,04-02-2017,156.757
1666,05-02-2017,154.942
1667,06-02-2017,155.938
1668,07-02-2017,157.711
1669,08-02-2017,159.243
1670,09-02-2017,157.85
1671,10-02-2017,157.953
1672,11-02-2017,154.037
1673,12-02-2017,153.527
1674,13-02-2017,155.537
1675,14-02-2017,157.862
1676,15-02-2017,158.142
1677,16-02-2017,157.556
1678,17-02-2017,156.471
1679,18-02-2017,157.015
1680,19-02-2017,156.648
1681,20-02-2017,159.007
1682,21-02-2017,160.319
1683,22-02-2017,162.28
1684,23-02-2017,165.04
1685,24-02-2017,164.277
1686,25-02-2017,164.2
1687,26-02-2017,160.442
1688,27-02-2017,162.555
1689,28-02-2017,161.351
1690,01-03-2017,161.415
1691,02-03-2017,161.402
1692,03-03-2017,160.988
1693,04-03-2017,162.481
1694,05-03-2017,160.804
1695,06-03-2017,165.74
1696,07-03-2017,164.106
1697,08-03-2017,162.252
1698,09-03-2017,161.4
1699,10-03-2017,160.225
1700,11-03-2017,156.915
1701,14-03-2017,161.175
1702,15-03-2017,162.137
1703,16-03-2017,162.762
1704,17-03-2017,163.713
1705,18-03-2017,164.685
1706,19-03-2017,157.444
1707,20-03-2017,161.901
1708,21-03-2017,165.116
1709,22-03-2017,166.126
1710,23-03-2017,165.12
1711,24-03-2017,166.806
1712,25-03-2017,165.162
1713,26-03-2017,163.847
1714,27-03-2017,164.944
1715,28-03-2017,167.133
1716,29-03-2017,165.784
1717,30-03-2017,164.479
1718,31-03-2017,166.886
1719,01-04-2017,165.237
1720,02-04-2017,158.91
1721,03-04-2017,160.83
1722,06-04-2017,164.178
1723,07-04-2017,165.675
1724,08-04-2017,165.471
1725,09-04-2017,165.682
1726,10-04-2017,166.261
1727,11-04-2017,168.794
1728,14-04-2017,165.767
1729,16-04-2017,163.614
1730,18-04-2017,170.24
1731,21-04-2017,163.913
1732,22-04-2017,165.738
1733,26-04-2017,170.019
1734,27-04-2017,169.756
1735,30-04-2017,157.015
1736,01-05-2017,147.112
1737,02-05-2017,155.126
1738,03-05-2017,162.271
1739,04-05-2017,165.257
1740,05-05-2017,167.542
1741,06-05-2017,166.746
1742,07-05-2017,153.05
1743,08-05-2017,156.378
1744,09-05-2017,162.374
1745,10-05-2017,154.057
1746,11-05-2017,161.278
1747,12-05-2017,165.027
1748,13-05-2017,163.849
1749,14-05-2017,162.914
1750,15-05-2017,168.756
1751,16-05-2017,175.998
1752,17-05-2017,174.171
1753,18-05-2017,172.471
1754,19-05-2017,173.047
1755,20-05-2017,171.461
1756,21-05-2017,166.228
1757,22-05-2017,168.623
1758,23-05-2017,170.641
1759,24-05-2017,171.958
1760,25-05-2017,175.04
1761,26-05-2017,169.017
1762,27-05-2017,149.289
1763,28-05-2017,153.94
1764,29-05-2017,160.408
1765,30-05-2017,167.048
1766,31-05-2017,172.427
1767,01-06-2017,168.964
1768,02-06-2017,171.089
1769,03-06-2017,171.409
1770,04-06-2017,162.437
1771,05-06-2017,162.116
1772,06-06-2017,151.796
1773,07-06-2017,137.526
1774,08-06-2017,133.978
1775,09-06-2017,141.76
1776,10-06-2017,143.92
1777,11-06-2017,145.85
1778,12-06-2017,150.931
1779,13-06-2017,155.528
1780,14-06-2017,152.812
1781,15-06-2017,148.422
1782,16-06-2017,137.202
1783,17-06-2017,143.641
1784,18-06-2017,145.637
1785,19-06-2017,143.758
1786,20-06-2017,145.47
1787,21-06-2017,146.023
1788,22-06-2017,151.526
1789,23-06-2017,149.628
1790,24-06-2017,140.074
1791,25-06-2017,131.534
1792,26-06-2017,134.174
1793,27-06-2017,138.05
1794,28-06-2017,142.256
1795,29-06-2017,146.025
1796,30-06-2017,150.057
1797,01-07-2017,145.53
1798,02-07-2017,144.737
1799,03-07-2017,148.866
1800,04-07-2017,150.579
1801,05-07-2017,158.899
1802,06-07-2017,158.473
1803,07-07-2017,153.339
1804,08-07-2017,147.822
1805,09-07-2017,152.125
1806,10-07-2017,154.066
1807,11-07-2017,153.668
1808,12-07-2017,146.24
1809,13-07-2017,145.329
1810,14-07-2017,139.744
1811,15-07-2017,141.917
1812,16-07-2017,136.157
1813,17-07-2017,135.947
1814,18-07-2017,145.637
1815,19-07-2017,133.271
1816,20-07-2017,139.358
1817,21-07-2017,154.645
1818,22-07-2017,159.351
1819,23-07-2017,162.207
1820,24-07-2017,164.98
1821,25-07-2017,164.762
1822,26-07-2017,167.084
1823,27-07-2017,169.981
1824,28-07-2017,166.719
1825,29-07-2017,163.439
1826,30-07-2017,162.367
1827,31-07-2017,162.379
1828,01-08-2017,159.156
1829,02-08-2017,155.851
1830,03-08-2017,160.35
1831,04-08-2017,165.067
1832,05-08-2017,156.003
1833,06-08-2017,158.268
1834,07-08-2017,162.67
1835,08-08-2017,154.644
1836,09-08-2017,155.743
1837,10-08-2017,152.882
1838,11-08-2017,153.605
1839,12-08-2017,147.538
1840,13-08-2017,145.486
1841,14-08-2017,150.388
1842,15-08-2017,154.251
1843,16-08-2017,156.912
1844,17-08-2017,149.553
1845,18-08-2017,144.433
1846,19-08-2017,139.967
1847,20-08-2017,136.54
1848,21-08-2017,146.014
1849,22-08-2017,150.089
1850,23-08-2017,151.416
1851,24-08-2017,146.666
1852,25-08-2017,135.97
1853,26-08-2017,137.486
1854,27-08-2017,136.934
1855,28-08-2017,137.845
1856,29-08-2017,134.243
1857,30-08-2017,150.054
1858,31-08-2017,153.084
1859,01-09-2017,154.109
1860,02-09-2017,154.469
1861,03-09-2017,149.878
1862,04-09-2017,150.827
1863,05-09-2017,148.988
1864,06-09-2017,147.38
1865,07-09-2017,145.934
1866,08-09-2017,146.789
1867,09-09-2017,146.818
1868,10-09-2017,148.375
1869,11-09-2017,154.271
1870,12-09-2017,154.293
1871,13-09-2017,158.303
1872,14-09-2017,157.968
1873,15-09-2017,150.708
1874,16-09-2017,150.693
1875,17-09-2017,138.945
1876,18-09-2017,143.894
1877,19-09-2017,152.975
1878,20-09-2017,157.184
1879,21-09-2017,162.69
1880,22-09-2017,160.774
1881,23-09-2017,168.237
1882,24-09-2017,162.589
1883,25-09-2017,154.468
1884,26-09-2017,153.174
1885,27-09-2017,151.312
1886,28-09-2017,148.004
1887,29-09-2017,145.462
1888,30-09-2017,140.391
1889,01-10-2017,137.993
1890,02-10-2017,133.068
1891,03-10-2017,141.405
1892,04-10-2017,143.267
1893,05-10-2017,137.08
1894,06-10-2017,140.606
1895,07-10-2017,142.695
1896,08-10-2017,141.344
1897,09-10-2017,146.343
1898,10-10-2017,144.044
1899,11-10-2017,141.573
1900,12-10-2017,143.58
1901,13-10-2017,145.168
1902,14-10-2017,145.566
1903,15-10-2017,144.425
1904,16-10-2017,142.537
1905,17-10-2017,147.946
1906,18-10-2017,146.102
1907,19-10-2017,141.04
1908,20-10-2017,148.311
1909,21-10-2017,152.775
1910,22-10-2017,154.088
1911,23-10-2017,161.587
1912,24-10-2017,164.035
1913,25-10-2017,165.992
1914,26-10-2017,164.667
1915,27-10-2017,162.387
1916,28-10-2017,161.377
1917,29-10-2017,161.309
1918,30-10-2017,158.074
1919,31-10-2017,160.299
1920,01-11-2017,158.742
1921,02-11-2017,159.334
1922,03-11-2017,160.42
1923,04-11-2017,154.878
1924,05-11-2017,149.808
1925,06-11-2017,149.943
1926,07-11-2017,152.56
1927,08-11-2017,155.057
1928,09-11-2017,160.027
1929,10-11-2017,160.659
1930,11-11-2017,156.2
1931,12-11-2017,154.032
1932,13-11-2017,158.149
1933,14-11-2017,162.914
1934,15-11-2017,157.678
1935,16-11-2017,163.413
1936,17-11-2017,166.02
1937,18-11-2017,167.405
1938,19-11-2017,164.611
1939,20-11-2017,167.228
1940,21-11-2017,167.144
1941,22-11-2017,169.442
1942,23-11-2017,170.941
1943,24-11-2017,167.951
1944,25-11-2017,164.79
1945,26-11-2017,159.814
1946,27-11-2017,161.998
1947,28-11-2017,159.353
1948,29-11-2017,161.649
1949,30-11-2017,156.489
1950,01-12-2017,152.649
1951,02-12-2017,154.829
1952,03-12-2017,146.442
1953,04-12-2017,152.941
1954,05-12-2017,156.588
1955,06-12-2017,159.759
1956,07-12-2017,153.601
1957,08-12-2017,155.592
1958,09-12-2017,155.767
1959,10-12-2017,155.63
1960,11-12-2017,158.798
1961,12-12-2017,160.458
1962,13-12-2017,167.668
1963,14-12-2017,164.728
1964,15-12-2017,163.523
1965,16-12-2017,159.898
1966,17-12-2017,155.706
1967,18-12-2017,157.719
1968,19-12-2017,157.308
1969,20-12-2017,155.475
1970,21-12-2017,160.352
1971,22-12-2017,159.611
1972,23-12-2017,159.725
1973,24-12-2017,156.493
1974,25-12-2017,157.946
1975,26-12-2017,160.649
1976,27-12-2017,160.422
1977,28-12-2017,159.427
1978,29-12-2017,163.109
1979,30-12-2017,163.991
1980,31-12-2017,161.495
1981,01-01-2018,158.065
1982,02-01-2018,159.567
1983,03-01-2018,162.367
1984,04-01-2018,161.689
1985,05-01-2018,161.544
1986,06-01-2018,161.478
1987,07-01-2018,159.145
1988,08-01-2018,160.318
1989,09-01-2018,161.846
1990,10-01-2018,162.806
1991,11-01-2018,163.754
1992,12-01-2018,166.276
1993,13-01-2018,167.282
1994,14-01-2018,162.86
1995,15-01-2018,154.195
1996,16-01-2018,151.175
1997,17-01-2018,157.51
1998,18-01-2018,161.682
1999,19-01-2018,163.938
2000,20-01-2018,164.038
2001,21-01-2018,160.432
2002,22-01-2018,162.496
2003,23-01-2018,165.258
2004,24-01-2018,166.444
2005,25-01-2018,166.785
2006,26-01-2018,165.116
2007,27-01-2018,166.506
2008,28-01-2018,164.158
2009,29-01-2018,166.144
2010,30-01-2018,168.645
2011,31-01-2018,167.583
2012,01-02-2018,164.171
2013,02-02-2018,164.94
2014,03-02-2018,165.951
2015,04-02-2018,161.388
2016,05-02-2018,165.328
2017,06-02-2018,166.308
2018,07-02-2018,167.434
2019,08-02-2018,166.948
2020,09-02-2018,170.403
2021,10-02-2018,170.713
2022,11-02-2018,168.625
2023,12-02-2018,171.281
2024,13-02-2018,171.017
2025,14-02-2018,168.21
2026,15-02-2018,170.539
2027,16-02-2018,171.24
2028,17-02-2018,173.757
2029,18-02-2018,172.087
2030,19-02-2018,173.688
2031,20-02-2018,174.917
2032,21-02-2018,175.298
2033,22-02-2018,178.431
2034,23-02-2018,178.146
2035,24-02-2018,174.014
2036,25-02-2018,169.614
2037,26-02-2018,171.667
2038,27-02-2018,176.134
2039,28-02-2018,178.342
2040,01-03-2018,176.221
2041,02-03-2018,169.653
2042,03-03-2018,174.534
2043,04-03-2018,172.524
2044,05-03-2018,175.103
2045,06-03-2018,177.666
2046,07-03-2018,177.773
2047,08-03-2018,178.622
2048,09-03-2018,180.234
2049,10-03-2018,180.478
2050,11-03-2018,175.745
2051,12-03-2018,178.833
2052,13-03-2018,180.038
2053,14-03-2018,181.768
2054,15-03-2018,181.833
2055,16-03-2018,179.036
2056,17-03-2018,156.37
2057,18-03-2018,158.431
2058,19-03-2018,163.135
2059,20-03-2018,170.757
2060,21-03-2018,175.654
2061,22-03-2018,178.843
2062,23-03-2018,182.734
2063,24-03-2018,184.1
2064,25-03-2018,180.23
