,Date,Energy Required (MU)
2065,26-03-2018,180.996
2066,27-03-2018,180.033
2067,28-03-2018,183.786
2068,29-03-2018,184.981
2069,30-03-2018,180.104
2070,31-03-2018,174.443
2071,01-04-2018,167.208
2072,02-04-2018,161.1
2073,03-04-2018,170.177
2074,04-04-2018,171.326
2075,05-04-2018,171.323
2076,06-04-2018,175.833
2077,07-04-2018,174.487
2078,08-04-2018,166.747
2079,09-04-2018,175.149
2080,10-04-2018,177.401
2081,11-04-2018,180.037
2082,12-04-2018,181.462
2083,13-04-2018,181.353
2084,14-04-2018,181.509
2085,15-04-2018,180.853
2086,16-04-2018,182.728
2087,17-04-2018,183.487
2088,18-04-2018,182.913
2089,19-04-2018,181.868
2090,20-04-2018,181.909
2091,21-04-2018,182.49
2092,22-04-2018,179.92
2093,23-04-2018,176.424
2094,24-04-2018,174.118
2095,25-04-2018,173.316
2096,26-04-2018,180.392
2097,27-04-2018,180.863
2098,28-04-2018,182.864
2099,29-04-2018,178.503
2100,30-04-2018,181.144
2101,01-05-2018,160.527
2102,02-05-2018,166.018
2103,03-05-2018,145.036
2104,04-05-2018,146.818
2105,05-05-2018,163.246
2106,06-05-2018,164.749
2107,07-05-2018,172.395
2108,08-05-2018,176.422
2109,09-05-2018,178.073
2110,10-05-2018,176.685
2111,11-05-2018,176.599
2112,12-05-2018,172.161
2113,13-05-2018,164.014
2114,14-05-2018,165.773
2115,15-05-2018,165.302
2116,16-05-2018,174.247
2117,17-05-2018,177.47
2118,18-05-2018,176.873
2119,19-05-2018,177.322
2120,20-05-2018,171.129
2121,21-05-2018,176.633
2122,22-05-2018,178.664
2123,23-05-2018,176.854
2124,24-05-2018,176.176
2125,25-05-2018,178.944
2126,26-05-2018,179.475
2127,27-05-2018,176.503
2128,28-05-2018,182.647
2129,29-05-2018,184.305
2130,30-05-2018,186.296
2131,31-05-2018,180.184
2132,01-06-2018,177.187
2133,02-06-2018,161.897
2134,03-06-2018,160.236
2135,04-06-2018,164.434
2136,05-06-2018,168.105
2137,06-06-2018,160.37
2138,07-06-2018,154.28
2139,08-06-2018,150.67
2140,09-06-2018,149.398
2141,10-06-2018,147.628
2142,11-06-2018,151.901
2143,12-06-2018,151.249
2144,13-06-2018,157.599
2145,14-06-2018,168.142
2146,15-06-2018,171.119
2147,16-06-2018,169.055
2148,17-06-2018,167.996
2149,18-06-2018,171.75
2150,19-06-2018,179.693
2151,20-06-2018,184.537
2152,21-06-2018,183.207
2153,22-06-2018,179.807
2154,23-06-2018,175.295
2155,24-06-2018,171.88
2156,25-06-2018,173.8
2157,26-06-2018,174.833
2158,27-06-2018,168.232
2159,28-06-2018,158.374
2160,29-06-2018,163.89
2161,30-06-2018,161.821
2162,01-07-2018,155.173
2163,02-07-2018,158.426
2164,03-07-2018,150.987
2165,04-07-2018,158.477
2166,05-07-2018,162.087
2167,06-07-2018,162.195
2168,07-07-2018,153.112
2169,08-07-2018,146.803
2170,09-07-2018,150.654
2171,10-07-2018,150.8
2172,11-07-2018,148.698
2173,12-07-2018,142.266
2174,13-07-2018,147.233
2175,14-07-2018,145.894
2176,15-07-2018,142.952
2177,16-07-2018,144.175
2178,17-07-2018,153.074
2179,18-07-2018,160.548
2180,19-07-2018,166.686
2181,20-07-2018,163.141
2182,21-07-2018,160.737
2183,22-07-2018,158.763
2184,23-07-2018,167.594
2185,24-07-2018,172.81
2186,25-07-2018,176.174
2187,26-07-2018,179.322
2188,27-07-2018,176.662
2189,28-07-2018,175.957
2190,29-07-2018,173.033
2191,30-07-2018,181.674
2192,31-07-2018,182.926
2193,01-08-2018,181.167
2194,02-08-2018,176.1
2195,03-08-2018,177.021
2196,04-08-2018,177.293
2197,05-08-2018,174.574
2198,06-08-2018,174.389
2199,07-08-2018,171.421
2200,08-08-2018,168.024
2201,09-08-2018,170.46
2202,10-08-2018,170.383
2203,11-08-2018,153.172
2204,12-08-2018,150.273
2205,13-08-2018,151.961
2206,14-08-2018,151.685
2207,15-08-2018,144.586
2208,16-08-2018,146.35
2209,17-08-2018,154.305
2210,18-08-2018,156.907
2211,19-08-2018,152.42
2212,20-08-2018,153.186
2213,21-08-2018,158.967
2214,22-08-2018,169.428
2215,23-08-2018,177.195
2216,24-08-2018,176.79
2217,25-08-2018,174.169
2218,26-08-2018,170.679
2219,27-08-2018,168.895
2220,28-08-2018,169.291
2221,29-08-2018,172.939
2222,30-08-2018,179.583
2223,31-08-2018,179.816
2224,01-09-2018,177.431
2225,02-09-2018,177.982
2226,03-09-2018,184.249
2227,04-09-2018,186.78
2228,05-09-2018,187.788
2229,06-09-2018,186.915
2230,07-09-2018,187.7
2231,08-09-2018,184.193
2232,09-09-2018,190.198
2233,10-09-2018,192.933
2234,11-09-2018,190.225
2235,12-09-2018,181.784
2236,13-09-2018,178.148
2237,14-09-2018,180.624
2238,15-09-2018,181.464
2239,16-09-2018,172.261
2240,17-09-2018,160.167
2241,18-09-2018,158.01
2242,19-09-2018,160.452
2243,20-09-2018,161.314
2244,21-09-2018,152.844
2245,22-09-2018,155.897
2246,23-09-2018,167.326
2247,24-09-2018,173.341
2248,25-09-2018,175.828
2249,26-09-2018,170.085
2250,27-09-2018,168.685
2251,28-09-2018,174.519
2252,29-09-2018,179.261
2253,30-09-2018,181.876
2254,01-10-2018,184.444
2255,02-10-2018,183.849
2256,03-10-2018,187.223
2257,04-10-2018,183.091
2258,05-10-2018,176.176
2259,06-10-2018,177.845
2260,07-10-2018,181.201
2261,08-10-2018,186.708
2262,09-10-2018,187.208
2263,10-10-2018,181.195
2264,11-10-2018,181.612
2265,12-10-2018,187.014
2266,13-10-2018,186.117
2267,14-10-2018,187.448
2268,15-10-2018,186.937
2269,16-10-2018,181.862
2270,17-10-2018,176.245
2271,18-10-2018,163.378
2272,19-10-2018,163.548
2273,20-10-2018,169.033
2274,21-10-2018,173.111
2275,22-10-2018,181.241
2276,23-10-2018,182.744
2277,24-10-2018,187.366
2278,25-10-2018,189.719
2279,26-10-2018,187.374
2280,27-10-2018,184.272
2281,28-10-2018,179.72
2282,29-10-2018,182.923
2283,30-10-2018,183.529
2284,31-10-2018,189.186
2285,01-11-2018,179.719
2286,02-11-2018,175.192
2287,03-11-2018,176.66
2288,04-11-2018,178.121
2289,05-11-2018,183.584
2290,06-11-2018,186.203
2291,07-11-2018,175.6
2292,08-11-2018,178.318
2293,09-11-2018,185.379
2294,10-11-2018,184.326
2295,11-11-2018,184.027
2296,12-11-2018,183.117
2297,13-11-2018,181.28
2298,14-11-2018,181.159
2299,15-11-2018,178.395
2300,16-11-2018,172.7
2301,17-11-2018,171.05
2302,18-11-2018,166.275
2303,19-11-2018,173.312
2304,20-11-2018,175.762
2305,21-11-2018,169.558
2306,22-11-2018,159.484
2307,23-11-2018,160.073
2308,24-11-2018,161.508
2309,25-11-2018,158.888
2310,26-11-2018,160.515
2311,27-11-2018,161.411
2312,28-11-2018,164.935
2313,29-11-2018,167.18
2314,30-11-2018,168.076
2315,01-12-2018,165.39
2316,02-12-2018,161.745
2317,03-12-2018,163.796
2318,04-12-2018,160.655
2319,05-12-2018,159.963
2320,06-12-2018,163.199
2321,07-12-2018,163.865
2322,08-12-2018,164.937
2323,09-12-2018,163.307
2324,10-12-2018,164.375
2325,11-12-2018,166.52
2326,12-12-2018,167.145
2327,13-12-2018,168.499
2328,14-12-2018,164.161
2329,15-12-2018,159.171
2330,16-12-2018,148.77
2331,17-12-2018,125.976
2332,18-12-2018,139.797
2333,19-12-2018,147.365
2334,20-12-2018,151.092
2335,21-12-2018,152.039
2336,22-12-2018,153.044
2337,23-12-2018,151.246
2338,24-12-2018,156.066
2339,25-12-2018,157.175
2340,26-12-2018,160.428
2341,27-12-2018,162.938
2342,28-12-2018,161.778
2343,29-12-2018,162.543
2344,30-12-2018,155.992
2345,31-12-2018,158.614
2346,01-01-2019,152.233
2347,02-01-2019,155.343
2348,03-01-2019,157.659
2349,04-01-2019,159.317
2350,05-01-2019,159.691
2351,06-01-2019,155.84
2352,07-01-2019,157.784
2353,08-01-2019,159.756
2354,09-01-2019,158.347
2355,10-01-2019,159.229
2356,11-01-2019,161.829
2357,12-01-2019,159.272
2358,13-01-2019,159.59
2359,14-01-2019,155.815
2360,15-01-2019,148.881
2361,16-01-2019,145.451
2362,17-01-2019,154.302
2363,18-01-2019,159.514
2364,19-01-2019,161.293
2365,20-01-2019,159.316
2366,21-01-2019,161.219
2367,22-01-2019,163.235
2368,23-01-2019,164.03
2369,24-01-2019,165.005
2370,25-01-2019,167.177
2371,26-01-2019,165.945
2372,27-01-2019,160.626
2373,28-01-2019,146.782
2374,29-01-2019,144.809
2375,30-01-2019,147.951
2376,31-01-2019,151.36
2377,01-02-2019,154.77
2378,02-02-2019,156.924
2379,03-02-2019,156.769
2380,04-02-2019,157.661
2381,05-02-2019,161.77
2382,06-02-2019,160.634
2383,07-02-2019,164.332
2384,08-02-2019,168.349
2385,09-02-2019,167.531
2386,10-02-2019,163.197
2387,11-02-2019,166.168
2388,12-02-2019,167.773
2389,13-02-2019,169.679
2390,14-02-2019,170.19
2391,15-02-2019,170.306
2392,16-02-2019,172.512
2393,17-02-2019,177.645
2394,18-02-2019,185.066
2395,19-02-2019,189.135
2396,20-02-2019,187.44
2397,21-02-2019,188.122
2398,22-02-2019,186.76
2399,23-02-2019,186.314
2400,24-02-2019,185.359
2401,25-02-2019,187.438
2402,26-02-2019,187.523
2403,27-02-2019,191.06
2404,28-02-2019,190.384
2405,01-03-2019,185.544
2406,02-03-2019,185.557
2407,03-03-2019,184.053
2408,04-03-2019,185.963
2409,05-03-2019,187.764
2410,06-03-2019,191.198
2411,07-03-2019,196.395
2412,08-03-2019,195.393
2413,09-03-2019,194.728
2414,10-03-2019,192.685
2415,11-03-2019,193.608
2416,12-03-2019,194.598
2417,13-03-2019,194.673
2418,14-03-2019,192.334
2419,15-03-2019,193.76
2420,16-03-2019,192.213
2421,17-03-2019,188.127
2422,18-03-2019,188.381
2423,19-03-2019,192.274
2424,20-03-2019,194.082
2425,21-03-2019,189.578
2426,22-03-2019,193.001
2427,23-03-2019,195.789
2428,24-03-2019,192.445
2429,25-03-2019,194.639
2430,26-03-2019,193.883
2431,27-03-2019,194.892
2432,28-03-2019,195.927
2433,29-03-2019,196.71
2434,30-03-2019,197.702
2435,31-03-2019,194.284
2436,01-04-2019,191.807
2437,02-04-2019,192.385
2438,03-04-2019,192.793
2439,04-04-2019,192.489
2440,05-04-2019,193.745
2441,06-04-2019,183.925
2442,07-04-2019,178.697
2443,08-04-2019,187.222
2444,09-04-2019,189.745
2445,10-04-2019,191.181
2446,11-04-2019,170.755
2447,12-04-2019,188.739
2448,13-04-2019,187.49
2449,14-04-2019,189.833
2450,15-04-2019,188.557
2451,16-04-2019,190.802
2452,17-04-2019,190.982
2453,18-04-2019,192.063
2454,19-04-2019,189.975
2455,20-04-2019,184.568
2456,21-04-2019,175.289
2457,22-04-2019,175.477
2458,23-04-2019,174.617
2459,24-04-2019,183.786
2460,25-04-2019,184.567
2461,26-04-2019,187.176
2462,27-04-2019,189.016
2463,28-04-2019,187.611
2464,29-04-2019,189.72
2465,30-04-2019,189.57
2466,01-05-2019,171.423
2467,02-05-2019,167.992
2468,03-05-2019,177.042
2469,04-05-2019,184.484
2470,05-05-2019,186.812
2471,06-05-2019,193.651
2472,07-05-2019,192.368
2473,08-05-2019,192.608
2474,09-05-2019,196.692
2475,10-05-2019,199.929
2476,11-05-2019,194.092
2477,12-05-2019,191.855
2478,13-05-2019,188.615
2479,14-05-2019,191.469
2480,15-05-2019,191.56
2481,16-05-2019,193.124
2482,17-05-2019,192.066
2483,18-05-2019,194.671
2484,19-05-2019,193.28
2485,20-05-2019,188.988
2486,21-05-2019,196.754
2487,22-05-2019,198.156
2488,23-05-2019,197.992
2489,24-05-2019,195.688
2490,25-05-2019,197.035
2491,26-05-2019,195.761
2492,27-05-2019,193.437
2493,28-05-2019,197.121
2494,29-05-2019,192.191
2495,30-05-2019,178.58
2496,31-05-2019,192.039
2497,01-06-2019,190.971
2498,02-06-2019,189.49
2499,03-06-2019,172.045
2500,04-06-2019,178.962
2501,05-06-2019,188.676
2502,06-06-2019,181.808
2503,07-06-2019,183.849
2504,08-06-2019,184.524
2505,09-06-2019,186.498
2506,10-06-2019,177.946
2507,11-06-2019,186.989
2508,12-06-2019,191.492
2509,13-06-2019,193.991
2510,14-06-2019,194.219
2511,15-06-2019,198.287
2512,16-06-2019,193.822
2513,17-06-2019,188.742
2514,18-06-2019,191.161
2515,19-06-2019,198.185
2516,20-06-2019,190.213
2517,21-06-2019,182.614
2518,22-06-2019,178.171
2519,23-06-2019,166.255
2520,24-06-2019,172.49
2521,25-06-2019,173.785
2522,26-06-2019,173.995
2523,27-06-2019,173.375
2524,28-06-2019,178.68
2525,29-06-2019,179.545
2526,30-06-2019,172.131
2527,01-07-2019,167.529
2528,02-07-2019,167.338
2529,03-07-2019,169.427
2530,04-07-2019,175.453
2531,05-07-2019,172.882
2532,06-07-2019,172.941
2533,07-07-2019,171.949
2534,08-07-2019,179.429
2535,09-07-2019,181.45
2536,10-07-2019,181.64
2537,11-07-2019,179.516
2538,12-07-2019,184.988
2539,13-07-2019,180.342
2540,14-07-2019,168.342
2541,15-07-2019,171.026
2542,16-07-2019,175.925
2543,17-07-2019,179.927
2544,18-07-2019,175.951
2545,19-07-2019,168.663
2546,20-07-2019,162.08
2547,21-07-2019,163.053
2548,22-07-2019,163.728
2549,23-07-2019,162.79
2550,24-07-2019,170.719
2551,25-07-2019,170.137
2552,26-07-2019,153.804
2553,27-07-2019,151.814
2554,28-07-2019,148.26
2555,29-07-2019,151.5
2556,30-07-2019,156.643
2557,31-07-2019,164.58
2558,01-08-2019,159.63
2559,02-08-2019,148.578
2560,03-08-2019,148.312
2561,04-08-2019,151.038
2562,05-08-2019,152.34
2563,06-08-2019,148.796
2564,07-08-2019,147.119
2565,08-08-2019,149.52
2566,09-08-2019,162.221
2567,10-08-2019,168.264
2568,11-08-2019,177.21
2569,12-08-2019,181.3
2570,13-08-2019,180.03
2571,14-08-2019,179.805
2572,15-08-2019,174.248
2573,16-08-2019,180.554
2574,17-08-2019,171.311
2575,18-08-2019,161.926
2576,19-08-2019,161.492
2577,20-08-2019,159.864
2578,21-08-2019,158.926
2579,22-08-2019,158.216
2580,23-08-2019,160.95
2581,24-08-2019,164.295
2582,25-08-2019,162.624
2583,26-08-2019,171.647
2584,27-08-2019,180.625
2585,28-08-2019,185.263
2586,29-08-2019,191.776
2587,30-08-2019,189.525
2588,31-08-2019,180.459
2589,01-09-2019,165.513
2590,02-09-2019,154.763
2591,03-09-2019,154.045
2592,04-09-2019,155.777
2593,05-09-2019,161.684
2594,06-09-2019,164.864
2595,07-09-2019,165.409
2596,08-09-2019,165.052
2597,09-09-2019,174.167
2598,10-09-2019,182.294
2599,11-09-2019,181.585
2600,12-09-2019,178.418
2601,13-09-2019,180.084
2602,14-09-2019,176.186
2603,15-09-2019,171.86
2604,16-09-2019,168.381
2605,17-09-2019,159.27
2606,18-09-2019,156.302
2607,19-09-2019,152.036
2608,20-09-2019,150.025
2609,21-09-2019,155.158
2610,22-09-2019,156.083
2611,23-09-2019,160.275
2612,24-09-2019,153.592
2613,25-09-2019,150.825
2614,26-09-2019,145.448
2615,27-09-2019,147.109
2616,28-09-2019,151.228
2617,29-09-2019,158.021
2618,30-09-2019,160.358
2619,01-10-2019,167.314
2620,02-10-2019,164.969
2621,03-10-2019,165.319
2622,04-10-2019,163.11
2623,05-10-2019,161.235
2624,06-10-2019,159.766
2625,07-10-2019,158.87
2626,08-10-2019,153.838
2627,09-10-2019,156.597
2628,10-10-2019,157.378
2629,11-10-2019,159.372
2630,12-10-2019,158.965
2631,13-10-2019,160.276
2632,14-10-2019,163.198
2633,15-10-2019,162.211
2634,16-10-2019,154.545
2635,17-10-2019,150.684
2636,18-10-2019,153.472
2637,19-10-2019,152.434
2638,20-10-2019,150.204
2639,21-10-2019,150.382
2640,22-10-2019,143.943
2641,23-10-2019,139.838
2642,24-10-2019,142.967
2643,25-10-2019,148.477
2644,26-10-2019,150.207
2645,27-10-2019,144.799
2646,28-10-2019,148.835
2647,29-10-2019,153.406
2648,30-10-2019,145.775
2649,31-10-2019,146.991
2650,01-11-2019,151.678
2651,02-11-2019,155.719
2652,03-11-2019,156.255
2653,04-11-2019,160.416
2654,05-11-2019,165.201
2655,06-11-2019,170.094
2656,07-11-2019,169.714
2657,08-11-2019,167.532
2658,09-11-2019,163.879
2659,10-11-2019,163.989
2660,11-11-2019,170.974
2661,12-11-2019,172.676
2662,13-11-2019,172.585
2663,14-11-2019,168.729
2664,15-11-2019,162.22
2665,16-11-2019,165.725
2666,17-11-2019,166.367
2667,18-11-2019,172.378
2668,19-11-2019,170.025
2669,20-11-2019,164.189
2670,21-11-2019,165.373
2671,22-11-2019,166.636
2672,23-11-2019,166.697
2673,24-11-2019,163.696
2674,25-11-2019,166.396
2675,26-11-2019,165.319
2676,27-11-2019,165.438
2677,28-11-2019,161.715
2678,29-11-2019,162.485
2679,30-11-2019,164.238
2680,01-12-2019,147.731
2681,02-12-2019,147.031
2682,03-12-2019,147.448
2683,04-12-2019,148.941
2684,05-12-2019,152.093
2685,06-12-2019,151.159
2686,07-12-2019,150.829
2687,08-12-2019,146.665
2688,09-12-2019,151.679
2689,10-12-2019,156.158
2690,11-12-2019,155.75
2691,12-12-2019,156.704
2692,13-12-2019,157.666
2693,14-12-2019,151.897
2694,15-12-2019,153.539
2695,16-12-2019,158.685
2696,17-12-2019,158.784
2697,18-12-2019,159.736
2698,19-12-2019,162.829
2699,20-12-2019,163.519
2700,21-12-2019,163.525
2701,22-12-2019,159.672
2702,23-12-2019,163.205
2703,24-12-2019,164.842
2704,25-12-2019,162.317
2705,26-12-2019,165.246
2706,27-12-2019,168.852
2707,28-12-2019,165.558
2708,29-12-2019,160.324
2709,30-12-2019,162.033
2710,31-12-2019,166.471
2711,01-01-2020,162.349
2712,02-01-2020,163.283
2713,03-01-2020,167.924
2714,04-01-2020,161.41
2715,05-01-2020,157.231
2716,06-01-2020,157.892
2717,07-01-2020,157.673
2718,08-01-2020,160.263
2719,09-01-2020,165.329
2720,10-01-2020,167.25
2721,11-01-2020,166.739
2722,12-01-2020,167.467
2723,13-01-2020,168.23
2724,14-01-2020,163.908
2725,15-01-2020,153.117
2726,16-01-2020,150.345
2727,17-01-2020,162.325
2728,18-01-2020,166.415
2729,19-01-2020,168.03
2730,20-01-2020,174.199
2731,21-01-2020,176.642
2732,22-01-2020,179.97
2733,23-01-2020,179.718
2734,24-01-2020,179.273
2735,25-01-2020,179.591
2736,26-01-2020,176.114
2737,27-01-2020,181.02
2738,28-01-2020,184.851
2739,29-01-2020,187.446
2740,30-01-2020,189.946
2741,31-01-2020,187.256
2742,01-02-2020,185.098
2743,02-02-2020,179.413
2744,03-02-2020,181.36
2745,04-02-2020,179.144
2746,05-02-2020,181.958
2747,06-02-2020,184.004
2748,07-02-2020,184.74
2749,08-02-2020,184.306
2750,09-02-2020,178.279
2751,10-02-2020,176.42
2752,11-02-2020,180.264
2753,12-02-2020,182.507
2754,13-02-2020,184.721
2755,14-02-2020,185.84
2756,15-02-2020,187.451
2757,16-02-2020,185.45
2758,17-02-2020,189.242
2759,18-02-2020,192.144
2760,19-02-2020,191.976
2761,20-02-2020,190.74
2762,21-02-2020,188.296
2763,22-02-2020,188.231
2764,23-02-2020,186.005
2765,24-02-2020,190.387
2766,25-02-2020,192.53
2767,26-02-2020,194.733
2768,27-02-2020,194.994
2769,28-02-2020,193.807
2770,29-02-2020,193.859
2771,01-03-2020,189.406
2772,02-03-2020,191.181
2773,03-03-2020,193.688
2774,04-03-2020,195.829
2775,05-03-2020,194.884
2776,06-03-2020,187.812
2777,07-03-2020,182.584
2778,08-03-2020,179.29
2779,09-03-2020,183.356
2780,10-03-2020,184.293
2781,11-03-2020,188.774
2782,12-03-2020,190.658
2783,13-03-2020,195.807
2784,14-03-2020,193.326
2785,15-03-2020,191.293
2786,16-03-2020,196.007
2787,17-03-2020,198.868
2788,18-03-2020,199.67
2789,19-03-2020,198.549
2790,20-03-2020,193.348
2791,21-03-2020,190.425
2792,22-03-2020,174.454
2793,23-03-2020,178.094
2794,24-03-2020,170.52
2795,25-03-2020,158.341
2796,26-03-2020,154.451
2797,27-03-2020,154.829
2798,28-03-2020,155.56
2799,29-03-2020,155.777
2800,30-03-2020,156.844
2801,31-03-2020,159.928
2802,01-04-2020,160.416
2803,02-04-2020,162.268
2804,03-04-2020,161.499
2805,04-04-2020,159.509
2806,05-04-2020,158.838
2807,06-04-2020,160.495
2808,07-04-2020,158.16
2809,08-04-2020,152.711
2810,09-04-2020,126.957
2811,10-04-2020,135.946
2812,11-04-2020,145.571
2813,12-04-2020,151.082
2814,13-04-2020,154.809
2815,14-04-2020,156.4
2816,15-04-2020,158.914
2817,16-04-2020,161.347
2818,17-04-2020,163.527
2819,18-04-2020,164.769
2820,19-04-2020,165.232
2821,20-04-2020,167.276
2822,21-04-2020,166.784
2823,22-04-2020,167.463
2824,23-04-2020,168.887
2825,24-04-2020,165.803
2826,25-04-2020,155.599
2827,26-04-2020,145.491
2828,27-04-2020,147.608
2829,28-04-2020,153.011
2830,29-04-2020,139.044
2831,30-04-2020,145.993
2832,01-05-2020,149.695
2833,02-05-2020,155.939
2834,03-05-2020,161.766
2835,04-05-2020,165.223
2836,05-05-2020,168.427
2837,06-05-2020,168.359
2838,07-05-2020,169.783
2839,08-05-2020,172.405
2840,09-05-2020,175.477
2841,10-05-2020,173.631
2842,11-05-2020,178.482
2843,12-05-2020,177.411
2844,13-05-2020,178.859
2845,14-05-2020,176.24
2846,15-05-2020,182.603
2847,16-05-2020,183.144
2848,17-05-2020,176.359
2849,18-05-2020,171.235
2850,19-05-2020,159.972
2851,20-05-2020,171.84
2852,21-05-2020,184.19
2853,22-05-2020,188.531
2854,23-05-2020,193.036
2855,24-05-2020,191.773
2856,25-05-2020,189.577
2857,26-05-2020,191.607
2858,27-05-2020,191.072
2859,28-05-2020,192.597
2860,29-05-2020,188.876
2861,30-05-2020,182.423
2862,31-05-2020,181.89
2863,01-06-2020,175.281
2864,02-06-2020,170.14
2865,03-06-2020,171.931
2866,04-06-2020,170.902
2867,05-06-2020,178.317
2868,06-06-2020,182.748
2869,07-06-2020,178.523
2870,08-06-2020,179.202
2871,09-06-2020,173.703
2872,10-06-2020,161.904
2873,11-06-2020,139.959
2874,12-06-2020,139.701
2875,13-06-2020,146.602
2876,14-06-2020,156.949
2877,15-06-2020,166.807
2878,16-06-2020,167.035
2879,17-06-2020,164.292
2880,18-06-2020,165.058
2881,19-06-2020,166.835
2882,20-06-2020,170.267
2883,21-06-2020,168.413
2884,22-06-2020,166.957
2885,23-06-2020,173.804
2886,24-06-2020,175.608
2887,25-06-2020,170.469
2888,26-06-2020,171.3
2889,27-06-2020,173.57
2890,28-06-2020,168.919
2891,29-06-2020,167.849
2892,30-06-2020,158.039
2893,01-07-2020,157.01
2894,02-07-2020,155.688
2895,03-07-2020,153.228
2896,04-07-2020,151.691
2897,05-07-2020,140.957
2898,06-07-2020,148.437
2899,07-07-2020,161.707
2900,08-07-2020,167.432
2901,09-07-2020,151.452
2902,10-07-2020,150.402
2903,11-07-2020,148.866
2904,12-07-2020,149.571
2905,13-07-2020,152.899
2906,14-07-2020,151.123
2907,15-07-2020,151.123
2908,16-07-2020,138.848
2909,17-07-2020,145.783
2910,18-07-2020,147.836
2911,19-07-2020,147.667
2912,20-07-2020,150.392
2913,21-07-2020,152.885
2914,22-07-2020,159.706
2915,23-07-2020,154.239
2916,24-07-2020,151.788
2917,25-07-2020,151.415
2918,26-07-2020,151.128
2919,27-07-2020,160.463
2920,28-07-2020,167.256
2921,29-07-2020,163.448
2922,30-07-2020,167.047
2923,31-07-2020,170.448
2924,01-08-2020,160.978
2925,02-08-2020,154.868
2926,03-08-2020,156.936
2927,04-08-2020,147.904
2928,05-08-2020,145.926
2929,06-08-2020,155.727
2930,07-08-2020,167.563
2931,08-08-2020,170.982
2932,09-08-2020,168.69
2933,10-08-2020,158.644
2934,11-08-2020,165.974
2935,12-08-2020,163.215
2936,13-08-2020,160.154
2937,14-08-2020,157.766
2938,15-08-2020,144.634
2939,16-08-2020,142.5
2940,17-08-2020,150.717
2941,18-08-2020,160.673
2942,19-08-2020,164.113
2943,20-08-2020,163.207
2944,21-08-2020,162.812
2945,22-08-2020,162.822
2946,23-08-2020,160.127
2947,24-08-2020,163.474
2948,25-08-2020,170.65
2949,26-08-2020,171.49
2950,27-08-2020,168.275
2951,28-08-2020,176.606
2952,29-08-2020,184.215
2953,30-08-2020,185.424
2954,31-08-2020,183.333
2955,01-09-2020,178.243
2956,02-09-2020,171.6
2957,03-09-2020,172.61
2958,04-09-2020,178.002
2959,05-09-2020,182.685
2960,06-09-2020,184.615
2961,07-09-2020,191.515
2962,08-09-2020,188.42
2963,09-09-2020,189.961
2964,10-09-2020,189.103
2965,11-09-2020,182.745
2966,12-09-2020,171.479
2967,13-09-2020,146.407
2968,14-09-2020,143.38
2969,15-09-2020,150.459
2970,16-09-2020,152.887
2971,17-09-2020,157.362
2972,18-09-2020,161.873
2973,19-09-2020,151.047
2974,20-09-2020,143.527
2975,21-09-2020,146.984
2976,22-09-2020,157.302
2977,23-09-2020,165.873
2978,24-09-2020,174.436
2979,25-09-2020,175.284
2980,26-09-2020,146.835
2981,27-09-2020,147.504
2982,28-09-2020,162.736
2983,29-09-2020,164.085
2984,30-09-2020,150.564
2985,01-10-2020,147.913
2986,02-10-2020,153.376
2987,03-10-2020,155.231
2988,04-10-2020,155.266
2989,05-10-2020,164.591
2990,06-10-2020,171.603
2991,07-10-2020,172.86
2992,08-10-2020,181.343
2993,09-10-2020,178.997
2994,10-10-2020,166.467
2995,11-10-2020,145.691
2996,12-10-2020,145.392
2997,13-10-2020,134.499
2998,14-10-2020,145.268
2999,15-10-2020,150.935
3000,16-10-2020,157.081
3001,17-10-2020,158.125
3002,18-10-2020,158.704
3003,19-10-2020,159.718
3004,20-10-2020,154.971
3005,21-10-2020,151.579
3006,22-10-2020,153.967
3007,23-10-2020,155.202
3008,24-10-2020,162.13
3009,25-10-2020,158.295
3010,26-10-2020,165.064
3011,27-10-2020,171.226
3012,28-10-2020,172.104
3013,29-10-2020,170.757
3014,30-10-2020,174.926
3015,31-10-2020,178.885
3016,01-11-2020,177.378
3017,02-11-2020,185.361
3018,03-11-2020,190.813
3019,04-11-2020,183.685
3020,05-11-2020,182.712
3021,06-11-2020,178.948
3022,07-11-2020,174.103
3023,08-11-2020,168.92
3024,09-11-2020,170.36
3025,10-11-2020,170.888
3026,11-11-2020,173.101
3027,12-11-2020,163.506
3028,13-11-2020,157.344
3029,14-11-2020,157.322
3030,15-11-2020,151.888
3031,16-11-2020,153.392
3032,17-11-2020,157.749
3033,18-11-2020,162.735
3034,19-11-2020,167.407
3035,20-11-2020,171.265
3036,21-11-2020,169.905
3037,22-11-2020,167.701
3038,23-11-2020,170.329
3039,24-11-2020,166.756
3040,25-11-2020,155.047
3041,26-11-2020,122.289
3042,27-11-2020,116.425
3043,28-11-2020,127.705
3044,29-11-2020,130.764
3045,30-11-2020,135.534
3046,01-12-2020,139.57
3047,02-12-2020,147.129
3048,03-12-2020,144.783
3049,04-12-2020,146.805
3050,05-12-2020,148.488
3051,06-12-2020,145.897
3052,07-12-2020,147.578
3053,08-12-2020,147.842
3054,09-12-2020,148.17
3055,10-12-2020,149.401
3056,11-12-2020,152.503
3057,12-12-2020,151.495
3058,13-12-2020,152.488
3059,14-12-2020,156.129
3060,15-12-2020,157.636
3061,16-12-2020,159.731
3062,17-12-2020,159.505
3063,18-12-2020,163.197
